index,Review,sentiment_predicted,category
59,전편보다 스토리 재미없었지만 쿵푸팬더는 귀여워요,0,story
60,그냥 저냥 볼 만했어요.,1,story
61,전편들 보다 스토리가 부족해 보이네요,0,story
62,쿵푸팬더 어릴때 정말 많이 봤는데 영화관에서는 처음봐서 그것만으로도 좋았다 내용자체는 뻔하다고 할수있지만 그래도 재밌었음,1,story
63,아들 딸과함께 관람 즐거운 시간이였습니다,1,story
64,쿵푸팬더 나가신다 길을 비켜라,0,story
65,아이와 즐거운 시간이었어요~ 3편까지 다본후라 아이가 재밌어했어요..내면의 평화~~~이너피스~~~ ㅋㅋ,1,story
66,용기내지 않아도 되. 용기있게 행동하면 되,0,story
67,아이와 함께 봤어요~ 앞부분 좀 지루한 라인도 있었지만.. 전 시리즈보다 좀 더 화려해진 듯하네요~ 그런데.. 카멜레온 캐릭터가 쫌 징그러웠어요 ㅎ; 그리고 마지막을 왠지 휘리릭 서둘러 끝낸듯한 느낌?! 요즘 푸바오로 판다 인기가 많아서 그런지 쿵푸팬더를 모르는 아이도 좋아했어요^^*,1,actor
68,귀요미 팬더와 여우의 쿵푸네여:;,0,story
69,전편 보다는 재미가 덜했지만 추억이 많은 영화여서 좋았습니다,1,story
70,늘 예상치 못한 곳에서 감동 포인트!!,1,story
71,쿵푸팬더4 새로운 캐릭터도 조화롭고 재밌네요,1,actor
72,영화 좋아했는데 만족스럽더라고요,1,story
73,너무 재밌어요. 기대이상이네요.,1,story
74,쿵푸팬터네번째재미잇어요,1,story
75,악당이 그리 인상적이진 않지만 그냥저냥 보기는 좋은 영화. 엔딩곡이 무척 좋았음,1,story
76,재밌어용ㅋㅋ팝콘두 공짜루 주고 좋으네여ㅎ,1,story
77,역시기대를저버리지않는쿵푸팬더,1,story
78,유쾌하게 봤네요 토끼들 웃겼음요,1,story
79,아이가 좋아해요. 재미있었어요,1,story
80,킬링타임용 으로 바뀐 쿵푸팬더 4!!,0,story
81,포의 재치가 있어 웃음이 나는 작품. 재밌어서 시간이 빨리 간다고 느낌. 액션도 좋고 화려했지만 빌런이 너무 후루룩 지나간 느낌.,1,directing
82,음.. 1편이 젤 재미있는듯,1,story
83,진짜 4dx로 보시는걸 추천합니다 스토리전개도 재밌고,1,story
84,언제봐도 유쾌한 영화임ㅎㅎㅎㅎ,1,story
85,쿵푸팬더는 꼭 봐야지ㅎㅎ 4DX로 보는 재미가 있지 딸래미랑 웃으며 봤네요,1,story
86,쿵푸팬더 오랜만에 봐서 좋았어요^^,1,story
87,쿵푸팬더 이전 시리즈와 같은 결로 유쾌하게 재밌어요.,1,story
88,디즈니는 100주년 기념작으로 위시를 만들게 아니라 드림웍스 쿵푸팬더를 좀 보고 배워라,0,story
89,킬링타임으로 볼만 합니다,1,story
90,기승전.. 전으로 끜나는 느낌이네요. 재미는 있었습니다.,1,story
91,추격신은 재밌어요 근데 끝이,0,story
92,감사합니다. 재밌게 봤습니다.,1,story
93,오랜만에 돌아온 포와 새로운 캐릭터들 모두 귀여워요~,1,actor
94,포디최적화영화같음ㅋㅋㅋ,0,story
95,완전 재미있고 웃깁니다 시간가는줄 모르고 봐요,1,story
96,애니메이션재밌었어요,1,story
97,쿵푸팬더 역시 재미있었어요~~~,1,story
98,잼나게 보았네요~ 딸이랑 모처럼 같이 봤네여~,1,story
99,난 잼있던데~ 스카두쉬!,1,story
100,가볍게 즐길만하네요^^!,1,story
101,평점 안좋길래 기대안하고 봤어요. 근데...그랬는데도 별로네요ㅋㅋ,0,story
102,실수로 애매를 잘못해서 자막대신 더빙으로 들어갔는데.. 포 목소리 최악입니다. 10분 앉아있다가 도저히 안 되겠어서 그냥 나왔아요 ..ㅎㅎ 내용 멀입이 안 되는데 스포 당하는 기분이라서요 ㅋㅋ,0,story
103,아이들 데리고 간만에 영화봤는데 너무 좋았습니다,1,story
104,귀여운 캐릭터 덕분에 재밋다. 배경이 중국자연그대로 아름다운 화면이. 인상적이엇다.,1,actor
105,너무 재밌어요. 토끼들 넘 귀여워요,1,story
106,역시 쿵푸팬더는 배신을 안하죠 ㅎㅎㅎ 최고,1,story
107,혼자만의 시간을 지내면서 잼잇게 잘봣어요,1,story
108,갈수록 시리즈가 망가지는 느낌,0,story
109,역시나 너무 재미있게 봤습니다,1,story
110,그래도 재미있게 잘 봤어요... 횟수가 늘어갈 수록 나오는 얘기가 한정적이기는 하지만... 그래도 좋네요,1,story
111,킬링타임용으로 괜찮았어요.,1,story
112,아이들이랑 보기 무난합니다.,0,story
113,포가 너무 귀엽고 따뜻해요☺ 쿵푸다 보니까 액션이 많아서 보는 재미도 있었고 중간중간 가벼운 유머들도 많아서 재밌게 관람했네요~,1,story
114,너무 재밌었어요ㅋㅋㅋ,1,story
115,아이들과 재미있게 봤어요~^^,1,story
116,쿵푸팬더4 별로네요..,0,story
117,스토리가 아쉽다. 보는 내내 푸바오 생각이 나서 푸바오도 꼭 극장에서 볼 수 있었음 좋겠다.,1,story
118,흠~좀 별로였어요;;;..,0,story
119,아주 재밌었음. 스토리가 속도감있게 마구 흘러가고 액숀도 많음 . 아주 마지막 에 조끔 빨리 끝난느낌 이지만 아주 재밌게 봤음 Cvg는 영화값좀 내렸으면..,1,story
120,"쿵푸팬더 다음 편 같은건 더 보고싶지 않아. 이미 단물, 쓴물 다 빨아먹은 재탕 쑈.",0,story
121,재밌어요 재밌어요 재밌어요,1,story
122,토이스토리4를 보고 난 후 느낌이랑 비슷,0,story
123,나름 중타는 됨. 나이가 들어서 긍가?,1,story
124,너무재미있었다 다음에 또 봐야겠다,1,story
125,쿵푸팬더 캐릭터를 좋아해서 아주 재미있게 보았습니다!,1,story
126,간만에 재미난 팬더을 봐서 넘 즐거웠어요,1,story
127,오랜만에 봤는데 재밌어요,1,story
128,역시 쿵푸팬더ㅎㅎ 반전도 있고 이번 시리즈도 넘 잼났어요!,1,story
129,즐거운 관람이었어요~~,1,story
130,재미있어요 포는 늘 귀엽구요,1,story
131,8살 아이와 잼나게 봤습니다,1,story
132,완전 재밌는 쿵푸!!! 다음편이 있으면 꼭 보러갈예정,1,story
133,스토리가 너무 단조로워요,0,story
134,쿵푸팬더가 은퇴하는건가?,0,story
135,옛날 추억으로 봤는데 살짝 아쉬웠어요,1,story
136,그래 너네 기술력좋아 근데 쿵푸팬더 언제까지 우려먹으려고? 새로운 이야기좀 만들자,0,story
137,쿵푸팬더 시리즈를 꾸준히 봐왔지만 매번 재밌었고 다음 편도 기대된다~♡,1,story
138,어린이랑 보기 좋은 적당한 킬링타임 영화,1,story
139,새로운 팀원이랑 다음편 기대해 볼께요,1,story
140,너무 재밋었어요^-^오랫만에 애들이랑 영화를 보니 더 좋았네요,1,story
141,쿵푸~~팬더라고라고?!,0,story
142,앞전 시리즈도 재밌었지만 전 이번편이 제일 재밌었던것 같아요^^ 더빙이였지만 즐겁게 관람했습니다. 아이들이랑 다시 보고싶네요~,1,story
143,어른들이 더 많았던 영화. 재미있게 잘봤어요,1,story
144,"여전히 재미는 있지만, 무언가 허전한 느낌... 심지어 초반에는 잠시 졸았다는...",0,story
145,기대을 낮췄더니 볼만했어요,1,story
146,걍 평잼.. 막판에 너무 필살기 쓰려고 한 티가 나서 민망했음 급하게 나온 것도 아니면서 왤케 급하게 만든 거 같냐,0,story
147,일단 아묻따 봐야 하는 거 아닌가 싶은 쿵푸팬더 ㅋㅋ,1,story
148,유쾌하고 신나네요 푸바오 생각도 나구요 내면의 평화 내면의 평화가 물냉면 비빔냉면이 되고요 ㅋㅋ 🐼🐼,1,story
149,만두 내면의 평화 스키두쉬로 벌써 4편까지 와버린 판다 대사의 모두 팬다,1,story
150,특별히 맛있진 않지만 언제 먹어도 괜찮은 그런 아는 맛의 음식을 먹은 기분.,1,story
151,나쁘지 않았어요.. 하지만 제가 늙어버린걸까요. 큰 감동(감흥)은 없었습니다.,0,story
152,그럭저럭 볼만하네요....,0,story
153,잘 보았습니다 ~^^^,1,story
154,진심으로 재밌다고 생가하는가? 판다하나 세워놓고 돈놀이 뿐이라고 생각은 안들고??,0,story
155,3편이 지루해서 기대안했는데 재밌게 봤어요,1,story
156,재미나게 잘봤어요..,1,story
157,재미나게 잘봤습니다.,1,story
158,재밌어요 ㅎㅎ 가볍게 보기 좋아요,1,story
159,재밌게잘봤습니다!!!,1,story
160,이전 시리즈 좋아해서 봤는데 아쉽네요..그래도 애정이 있어서 좋게 보긴 했습니다.,1,story
161,잘 봤습니다. 잼나네요,1,story
162,ㅋㅋㅋㅋ재밌어요 토끼넘귀엽,1,story
163,잼나네요 잼나네요~`.,1,story
164,엔딩 크레딧 노래 너무 흥겹네요 ㅋㅋ,1,directing
165,시간 죽이기는 좋네요 그이하 그이상도 아닙니다,0,story
166,너무 잼나게 신났어요‥강추합니다,1,story
167,3편으로 끝낫다고생각했는데 아직도 나올수 있는 이야기가 있다니 ㅋㅋㅋㅋ 나올때마다 보았는데 재미는 항상 평타는 치니까 실망은 안함. 엔딩크레딧에 나오는 노래 듣고 깜놀 ㅋㅋㅋ 노래 왜이렇게 좋음??,1,directing
168,재미있게 잘 보고 갑니다,1,story
169,재밌게 잘 봤습니다 ~^^,1,story
170,역시 재밌네용 긍데 넘 시간이 짧아요ㅠㅠ 한시간 반이라 엄청 일찍 끝나네요 아쉽,1,story
171,재미있었어요. 여우랑 아기토끼 3마리 너무 귀여웠어요.,1,story
172,ㅗ어우탸저아랴러더야더더어야더어어어ㅠ오오,1,story
173,쿵푸팬더 잘 봤어요~~,0,story
174,무난하게 재밌게 볼 수 있는 시리즈,1,story
175,카멜레온 악당 진짜 무서워요,1,story
176,역시 잭 블랙의 더빙은 영화의 재미를 극대화 시켜주시는거 같아요ㅋ 언제나 그랬든 교훈을 일깨워주셔서 감사합니다,1,story
177,빌런의 서사가 뻔하고 약하지만 킬링타임용으로는 나쁘지 않았다,1,story
178,걍 존잼이고 의외의 반전있음ㅋㅋㅋ역시 쿵푸풴드~~,1,story
179,재미나다 번역 대박 와 닿게 했다.4DX도 재미나지만 2D로 봐도 즐거울만한 영화라 생각이 든다.,1,story
180,아들하고 재밌게 보았습니다,1,story
181,"재밋게 잘 봤어요~^^,",1,story
182,박진감넘치는 액션에 반가운얼굴들이 나오네요 ㅎㅎ,1,directing
183,쿵푸팬더 완전 사랑스러워용,1,story
184,가볍게 보기엔 좋았지만 빌드업 쌓아놓고 너무 허무하게 끝난다. 그래서 기 흡수해서 싸우는 모습 + 풀어나가는 모습이 보여야하는데 이러고 끝나? 란 생각이 들었다,0,story
185,재미있게 잘 봤어요~~^^,1,story
186,재미있게 잘 봤습니다..,1,story
187,요근래봤던영화중에제일재밌었어용,1,story
188,잼있게 잘 봤습니다 애들이 많이 좋아하네요,1,story
189,나름 볼안은 해요 전작들 보다는 재미는 떨어 집니다,0,story
190,아이와 함께 여유로운 평일 오후에 보는 영화가 생각보다 리플레쉬 되네요~ 재밌었습니다~!,1,story
191,나름 웃기네요 재미나요,1,story
192,"유아, 초딩, 중딩 아이 셋 다 재밌게봤어요~",1,story
193,우리 딸과 재미있게 보고 왔습니다,1,story
194,쿵푸팬더 재미있게 봤어요,1,story
195,시간이짧지않았나 그럼에도나는졸았다,0,story
196,애기들이랑 잼나게 봤어요,1,story
197,1 2 3 편에 비해 약간 아쉽긴하지만 재밌게 봤습니다,1,story
198,"어린시절 봤던 쿵푸팬더의 기억으로 보정되는 거지, 내용 자체는 별로였다.",0,story
199,팬더가 참 귀엽네요 ㅎㅎ,1,story
200,아이와 함께 즐겁고 행복한 시간이였습니다. 재밌어요 ~~~,1,story
201,흥미롭게 잘 보았습니다 ^^,1,story
202,역시나 재밌는 쿵푸팬더 즐겁게 봤어요,1,story
203,재밌게 잘 보았습니다!,1,story
204,재밌게잘 관람 했습니다,1,story
205,전작들보다는 다소 긴장감이 떨어지기는 했지만 쿵푸팬더만의 유머요소가 많이 나와 좋았습니다!,1,story
206,알고보니 4편을 다봤네요. 오래되어 기억은 뚜렷히 나지 않지만 흘러가는 스토리가 비슷비슷했던 거 같아요. 쿵푸팬더를 그렇게 좋아하진 않지만 마지막 시리즈라고 하니 뭔가 아쉽기도 하네요. 재밌지만 그 안의 깨달음과 감동이 있어 좋아요. 엉뚱하고 귀여운 팬더가 이젠 떠나간다니 슬프네요.,1,story
207,이전 시리즈를 계속 봤기 때문에 의무감으로라도 본 건데 내용 전개나 임팩트 면에서 좀 아쉽다는 생각이 들었어요. 아이들의 눈으로 볼 땐 재미있을 것 같아요.,1,story
208,재미있게 잘 봤어요^^ㅎㅎ,1,story
209,이젠약발다 떨어진 캐릭터란 생각이 드는건 저혼자만인가요? 전작3편보다 재미없고 늘어짐 슈렉처럼 접어야만 하나봐요,0,actor
210,쿵푸팬더쿵푸팬더쿵푸팬더,0,story
211,재밌었어요. 잘봤어요.,1,story
212,아니 1~3편 보신분은 이게 정말 어야? 무슨전개가 ? 정말 기대하고 보시면 대박실망하실겁니다,0,story
213,쿵푸팬더 시리즈를 직접 극장에 가서 본것은 이번이 처음인데 너무 재미있게 봤습니다~시설좋고 쾌적한 극장에서 보니까 더 좋네요~~둘째아이랑 토요일 아침에 즐거운 시간 보냈네요~~,1,story
214,아이들과 잼있게 잘 봤습니다,1,story
215,재밌어요!!! 뻔하지만 웃으면서 즐겁게 봤네요!!,1,story
216,7세 딸하고 봤습니다. 재미있고 장면전환이 빨라 지루하지 않았습니다. 영화보고 나오면서 쿵후동작을 따라하는 아이를 보니 저의 어릴적 모습을 보는듯 합니다.,1,directing
217,오랜만에 즐겁게 보았네요~~재미있었어요,1,story
218,4편 나오길 오래 기다렸다~ 가족과 함께 보면 좋을 영화다 .,1,story
219,아이들과 즐겁게 즐길 수 있어요,1,story
220,명불허전 쿵팬 푸바오의 빈자릴 채워줬다,1,story
221,소소하게 볼만했어요.1편만큼 재밌지는 않지만요,1,story
222,박수칠때 떠나는 우리의 포,1,story
223,포와 다른 동물들 표현이 잘됐다. 영상디자인 좋았다.,1,directing
224,내졸음을 쫓을만큼 특별한거는 없었음.그냥 무난💤,0,story
225,"재미있어여, 근데 스토리는 반복",0,story
226,아이와 재미있게 보았어요.,1,story
227,살짝 뻔하고 유치하긴 했지만 아이들이 좋아하는 것 같더라구요!,1,story
228,재밌게 잘 봤어요~!!,1,story
229,그럭저럭 볼만해요 ㅇㅇㅇㅇ,1,story
230,쿵푸팬더영화가 재미있었습니다.,1,story
231,에버랜드 팬더는 갔지만 다시 찾아온 쿵푸팬더. 드림웍스 애니는 최고. ㅎㅎ,1,story
232,기대하고 봤는데 기대한 만큼 재밌다,1,story
233,구작 빌런을 이용한 시리즈 팬에 대한 서비스는 나름 좋은 컨셉이었으나 새로운 캐릭터들의 매력은 죽어버렸다고 얘기할 수 있을정도. 별개로 쿵푸팬더식 액션은 역시 기대한 만큼 나쁘지 않음.,0,directing
234,무한한 상상력에 박수를~^^ 정말 기발한발상!!! 5편도 기대할게요♡♡,1,story
235,반갑고 제법 유쾌했지만 한계는 느껴진다,0,story
236,너무 재미있었어요~^^ 아이와 보기 좋은 영화,1,story
237,하남1관 E열 너무 가깝고 F열이 딱 좋음,1,story
238,그냥 돈벌려고 나온 시리즈인 느낌,0,story
239,영화스토리 연기 재미있어습니다,1,story
240,엔드게임 + 스파이더맨 노웨이홈을 보는기분 재밌어요!!,1,story
241,쿵푸팬더는 변하지않는 희망의 아이콘,1,story
242,명성에 맡겨버린 우왕좌왕 스토리,0,story
243,쉴 틈 없는 액션과 애드리브! 그 안에서 그리고 중간중간 크고 작은 웃음! 처음부터 끝까지 시간 가는줄 모르고 너무 재밌게 관람 했습니다 ㅎ,1,directing
244,돌아온만큼 새롭지 못한 스토리,0,story
245,너무너무너무 재미있습니다 역시 쿵푸팬더👍🏻,1,story
246,별생각없이 가볍게 보기 좋았어요ㅎㅎ,1,story
247,쿵푸팬더 4재밌었어요,1,story
248,재미있었어요~~포화이팅,1,story
249,앞 시리즈 하나도 모르고 갔지만 이해 하기에는 무리 없었어요~ 너무 즐겁고 재밌게 봄,1,story
250,쿵푸팬더의 결실을 보여주는 영화였어요,0,story
251,그냥 가볍게 웃기 좋은 영화였습니다. 호탕하게 웃으며 봤습니다.,1,story
252,볼만 합니다. ㅎㅎ 괜찮이요,1,story
253,오랜 기다림 끝에 팬더 푸와 만남. 전편에 비해 재미는 떨어지지만 팬더 푸의 입담은 여전히 살아있다.,1,story
254,재미있었어요 재미있었어요,1,story
255,재미있게 잘 봤다.. 끝.,1,story
256,여전히 귀엽고 여전히 웃기다 코믹영화보다 더 웃시고 귀엽고 감동적이에용,1,story
257,애들도 재밌어하지만 어른도 재밌었던 ㅎ 오랜만에 영화 잘 봤습니다~,1,story
258,애들도 재밌어하지만 어른도 재밌었던 ㅎ 오랜만에 영화 잘 봤습니다~,1,story
259,전개과정이 빨라서 몰입해서 봤네요.,1,story
260,기대 안했는데 생각보다 볼만했다 뭔가 드래곤볼 영향 받은거 같기도 하고,1,story
261,재미도 있고 감동도 있네요. 초5 아이랑 재미있게 봤네요. 굳이 4D말고 그냥 2D로 보면 될것 같네요.,1,story
262,향수를 불러일으킨 쿵푸팬더 재미까진 모르겠다,0,story
263,액션도 화려하고 눈이 즐겁게 잘 만들어진 아동용 애니메이션이었어요.,1,directing
264,아이와 재미있게 잘 봤네요 엔딩엔 아이와 제가 좋아하는 노래가 나와서 더 좋았네요,1,directing
265,아이와 함께보기좋아요,1,story
266,유쾌하고 귀여운 영상미와 전개,1,story
267,푸바오가 생각나게 하는 그리움,1,story
268,지루할 틈없이 재미나게 잘 봤습니다 애니메이션이라 아동영화라고 생각했는데 예상외로 흥미진진해서 보는내내 감탄했습니다,1,story
269,내 배꼽 어디갔나요? 너무 재미있었습니다,1,story
270,아이도 어른도 같이 즐길수 있어서 좋았어요!,1,story
271,그럭저럭 볼만했어요ㅎ,1,story
272,재밌어요 폭팔적으로 재밌진 않지만,1,story
273,재미있어요 ㅎㅎ 😂 😎 💗,1,story
274,애들이랑 보긴좋앗는데 끝이좀허무햇어요..,0,story
275,별거없는 작은재료가 멋진요리로 탄생할 수 있다 너무 멋져욧,1,story
276,오랜만에 보니 재미 있네요~~,1,story
277,워낙 안좋은 평들이 많아서 별 기대를 안했는데..완젘 좋진않지만 완전 나쁘지도 않았다 정도,1,story
278,음~~ 쿵푸팬더123를 봤다면 더더 재밌을거같아여,0,story
279,재미있게 잘 보았습니다~ ^^,1,story
280,재미있어요 재미있어요,1,story
281,재미있어요 재미있어요,1,story
282,재미있어요 재미있어요,1,story
283,루즈한감이 있었지만 오랜만에 만난 포라 반가움,1,story
284,뭔가 애들같은 감성에 유치흐지만 그라도 재미있었음! 아재개그도 재밋음 ㅋㅋㅋㅋ;,1,story
285,귀여운 포 덕분에 재밌게 잘 보았습니다 ㅎㅎ,1,story
286,어찌됐든 계속 이야기‘꺼리’를 만들어낸다는 것만은 👍,1,story
287,생각보다 집중도안되고 전편들보다 재미없음,0,story
288,이 캐릭터는 성공했습니다,1,actor
289,구수두ㅜㅛㅜㅛㅜㅕㅜㅜㅛ,1,story
290,쿵푸펜더의 기본적이 이야기를 가져가서 기본은 하는 영화입니다. 다만 마지막에 스토리가 너무 쉽게 마무리되어서 아쉬웠어요,0,story
291,푸바오에 이어 쿵푸팬더시리즈도 작별해야 할 것 같은 느낌이었네요. 아쉬움안고 잘봤습니다...,1,story
292,냉면의 평화ㅋㅋㅋ 잼있게 잘 봤습니다,1,story
293,캐릭터 활용이 아쉬움.,0,actor
294,너무 재밌고 귀여워요 ㅋㅋㅋ 젠 캐릭터가 똑부러지고 인상깊었어요! 포는 푸바오가 생각나서 너무 귀여웠네요! 그 외 캐릭터들도 각자의 특징이 있어 너무 귀여웠어요,1,actor
295,명불허전! 재미있게 잘 봤습니다. 하지만 5편은 기대가 안되네요.,1,story
296,아이들과 4DX로 봤는데 너무 재밌었어요~~~ 초등 5학년 2학년 아이들도 기대없이 봤는데 잼나다고 5나오면 또 보러가자네요 ㅎㅎ 4DX 강츄츄츄!!!,1,story
297,아이들과함께보았습니다. 너무재밌게잘봤습니다,1,story
298,시간가는줄 모르고 봤어요 언제봐도 귀여운 포~~♡ 화려한 액션을 4dx로 감상하니 진짜 잼났어요,1,directing
299,앞으로의 세계관이 더더욱 기대가 되는 이유,1,story
300,좋아하는 시리즈라 재밌게 잘 봤습니다,1,story
301,쿵푸팬더 시리즈 팬인데 이번건 좀 지루하고 내용도 딱히 별로였어요,0,story
302,언제나 만두를 찾는 포 ♡ 전개도 빠르고 역시나 쿵푸팬더네요 아주 재밌게 봤습니다 :),1,story
303,오래간만에 쿵푸팬더를 봤는데 재밌네요,1,story
304,아이가 재밌어했어요.,1,story
305,더빙판이라 기존 오리지널 성우 및 배우진의 목소리는 들을수없었지만 영화는 전편 다 챙겨볼정도로 아주 재미있게 봤습니다. 중간중간 오디오가 상태가 이상한것같은 느낌이 들었지만 크게 개의치않고 봤던거같아요. 너무 재미있었늡니다ㅎㅎ,1,story
306,그렇게 기대 안했는데 쿵푸팬더가 주는 뽕.. 못 참고 봤더니 재밌더라.. 응응..😋,1,story
307,배우들의 연기력이 돋보이는 영화였습니다,1,actor
308,쿵푸팬더 기다린 만큼의 재미와 볼거리 대만족 애니메이션,1,directing
309,캐릭터가 넘 귀엽고 영상미가 좋아요,1,directing
310,감동도 없고 재미도 없고….,0,story
311,너무너무너무 재미있게 잘 봤습니다,1,story
312,늦었네 너무 늦었네 그래도 그런데로~~~^^,1,story
313,아이들과 재미나게 봤네요 추천,1,story
314,아이와함께 즐거운시간보냈습니다,1,story
315,유쾌하고. 영상미도 괜찮내요.,1,directing
316,전작을 보지 않아도 금방 빠져들 수 있는 세계관과 남녀노소 불문 타율 좋은 웃음,1,story
317,쿵푸팬더 너무귀여워요ㅠ 내면의 평화 이널피스~,0,story
318,재미있게 잘 보았습니다 역시 액션신은 울트라 4DX로보아야 제맛이네요,1,directing
319,제일 좋아하는 사람이랑 처음으로 단둘이 본 영화라 그런지 더 재밌게 본거 같네요.,1,story
320,와 👍 나 이제 집에 왔어요,0,story
321,쿵푸팬더4 (2024),0,story
322,기대보다 조금 아쉬웠어요~,0,story
323,애니 잼있게 봤습니다~,1,story
324,재미있게 잘 봤습니다 추천해요,1,story
325,오랜만에 재밌는 쿵푸판더,1,story
326,다음 5편은 어떻게..?,1,story
327,볼만햇어요 ㅎ 캐릭터들이랑 움직임들 그림들이 걍 너무너무 귀여움ㅋㅋㅋ,1,actor
328,"뛰어난 애니메이션과 웃긴 개그 장면이 많은게 가장큰 장점이였다. 성장한 포의 여유로움과 새로운 도전이 있었던 스토리전개도 좋았으나, 새로등장한 악당과 여우 케릭터가 조금 1차원적이여서 전작들에 비해 조금 밋밋한 면이 있다. 쫌더 군더더기없는 이야기를 바랬지만, 그래도 괜찮게 봤다.",1,story
329,지루할 틈이 없음 끝없이 새로운 전개로 지루하지 않음 단점은 서사가 부족하고 이 전 빌런들을 소모성으로 사용하며 기존 팬들의 반감을 살 수 있음,1,story
330,재밌게 잘 봤습니다~^^,1,story
331,잘봤습니다 좋습니다 굿,1,story
