index,Review,sentiment_predicted,category
52,액션은 짱이다. 볼만합니다.,1,directing
53,제이슨에 의한 제이슨을 위한 제이슨의 영화! 시종일관 깔끔하게 액션으로 승부한다.,0,directing
54,긴장되는 좋은 감상입니다.,1,story
55,비키퍼는 무슨 의미로 지은 단어일까,0,story
56,지킬 수 없다면 파괴할 것,0,story
57,잘봤습니다 굳굳굳ㅎㅎ,1,story
58,그냥 제이슨 스타뎀 스타일이지. 뭐.,0,story
59,약간 허접하긴 한데 그래도 재밌게 봤어요,1,story
60,비키퍼 제이슨 스타뎀 액션굳,1,directing
61,일류가 될 수 없는 아류..,0,story
62,스토리 필요없어요 액션하나로 끝,0,directing
63,제이슨 스타뎀표 영화임,0,story
64,재밌게 잘 봤습니다!!,1,story
65,재밌게 봤어요 추천합니다,1,story
66,액션좋고 스토리도 나름 있고 긴장감 있고 좋아요 안볼려다가 입소문이 좋아 보게되었는데 재미있습니다 추천합니다,1,story
67,기대안하구보니 재니맀었러요,1,story
68,액션이 시원하고 좋았고 역시 명장배우입니다 생각보다 재미있게 관람했습니다...,1,story
69,묵직한 액션이 좋아요..,1,directing
70,"속도감 넘치는 전개, 제이슨 스타뎀의 현란한 액션 연기가 압권이다. 돈 들인 티가 나는 고품격 액션 영화.",0,directing
71,액션만 조금 볼만하고 스토리는 정말 최악이었습니다,0,story
72,정의의 실현 요즘 현실이 그렇습니다.^^,1,story
73,몰입감 좋고 스트레스 풀기에 액션 좋습니다 추천해요 재밌네요,1,directing
74,진지한 쌈마이 느낌일세 존윅 스토리 그대로 따라가는구먼 정의 명분 나올때는 이게 뭔소리여 싶었음 ㅋㅋ,0,story
75,스트레스 그게 뭐여 스트레스 비켜 아니 비키퍼,0,story
76,시원 통쾌~~ 정의냐 법이냐 무엇을 선택해야하나,1,story
77,피싱사기단 미국식검거법!,0,story
78,아무 생각없이 봐야하는 영화,0,story
79,이것도 속편까지 시리즈로 나올 느낌,0,story
80,킬링타임 오락영화론 그만,0,story
81,스트레스풀려고 본 영화. 생각 그대로 스트레스 풀린 영화.,0,story
82,재밌게 봤어요~ 역시 제이슨 스타뎀~~,1,story
83,비키퍼비키퍼비키퍼비키퍼비키퍼,0,story
84,비키퍼 정말 재미있어요,1,story
85,2024.04.11 관람,0,story
86,액션 좋고 자비는 필요없다,1,directing
87,제이슨 스타뎀이 다한 영화,0,story
88,숱이 심히 없는 존윅!! 재밌게 잘봤습니다,1,story
89,너무재밌었어요 시리즈로 계속 나왔으면 좋겠어요,1,story
90,역시 제이슨 스타뎀 스타일 시원한 액션 영화였습니다. 존윅을 벤치마킹한것 같네요. 근데 개연성이나 연출에 부족함은 있습니다.,1,directing
91,신나구 멋있구 제임스 연기 짱입니다‥ 스트레스가 싹 풀려요,1,actor
92,어설픈 주제의식에 생각만큼 화끈하지 않지만 가볍게 보긴 좋다.,1,story
93,액션이 시원하게 쏴주니 좋네요,1,directing
94,제이슨 스타뎀의 호쾌한 원맨아미. 간단한 주제의식과 화려하고 호탕하게 연속되는 액션이 즐기기에 너무 재밌었다. 마동석과 존윅을 섞은 듯한 느낌이다. 트랜스포터나 엔지니어의 뒤를 이을 스타뎀의 시리즈물이 되었으면한다.,1,directing
95,재밌게 잘봤습니다...,1,story
96,비키퍼 굿 액션 아주 좋아요,1,directing
97,오락영화지만 현시대를 표현한 내용이 있는 영화인거 같습니다. 추천하고싶은 영화입니다. 누구나 보면 미국 무비의 정형적인 스토리지만 내용은 현실적인거 같습니다. 시민덕희와 같은 스토리가 와일드하게 헐리웃 스타일로 만든 영화~ good 추천,1,story
98,재밌게 잘 봤습니다ㅎㅎ,1,story
99,시원한 액션덕에 볼만했다,1,directing
100,좀늦게 봤는데놓쳐서후회할뻔했어요 우리나라보이스피싱영화랑은환경이많이다르네요 역시제이슨스타덤액션은실망시키지않아요,1,directing
101,중간 중간 설정상 피식~ 헛웃음 짓게 만드는 것도 있지만 사이다 액션이 찰짐!,1,directing
102,액션이 멋지고 흥미진진합니다,1,directing
103,오랜만에 스타뎀다운 킬링타임용 영화네요~~~,1,story
104,"액션이 시원했습니다.,.,",1,directing
105,킬링타임용으로 나쁘지 않았어요,1,story
106,감사히 잘 봤어용 ㅎㅎㅎ,1,story
107,감사히 잘 봤어용 ㅎㅎㅎ,1,story
108,재미있게 봤어요..ㅎㅎ,1,story
109,재미있게 봤어요~~~,1,story
110,함부로 건들다 인생 훅 간다,0,story
111,비키퍼 그의 숙명이다ㄱㄱ,1,story
112,속도감 장난아님 ㅋㅋㅋ,1,story
113,개인적으로 제이슨 스타뎀은 믿고 보는 배우라고 생각합니다. 이 영화 역시 그 기대를 저버리지 않았고요. 강력 추천합니다. 돈이 아깝지 않았어요.,1,actor
114,스토리 적으로 뻔하고 아쉬운 부분은 있지만 제이슨 스타뎀의 액션연기는 너무 좋았다! 짱멋있다.,1,story
115,이 영화가 왜 빌빌거리지? 시간보내기 딱 맞춤한데? 뭐 다른거 있나? 때려부수고 죽이고... 속 시원하다.. 너무 재미있게 봤다.. 혼자.. 관객은 나 혼자 리클라이너라 누워서...,1,story
116,그럭저럭 볼만해요 ㅇㅇㅇㅇ,1,story
117,그럭저럭 볼만해요 ㅇㅇㅇㅇ,1,story
118,재미있게 잘 봤습니다 좋았어요,1,story
119,재미있게 잘 봤습니다 좋았어요,1,story
120,액션을 즐기면서 관람!,1,directing
121,그럭저럭 볼만해요 ㅇㅇㅇㅇ,1,story
122,재미있게 잘 봤습니다 좋았어요,1,story
123,잘 봤습니다.^^~~~,1,story
124,양산형 액션물 무난하다,0,directing
125,스타뎀 형님의 시원한 액션 좋았다,1,directing
126,러닝타임 동안 눈으로 즐기는 영화,0,story
127,스트레스 풀기 딱 좋은 영화,0,story
128,스타뎀의 액션영화는 기본은 한다,0,story
129,뻔한 내용과 액션이지만 킬링 타임용으로 괜찮았네요.,1,directing
130,스타뎀 형님 영화다운 화끈함,1,story
131,화려하고 통큰 액션이네요 다소 CG가 거슬리긴함,1,directing
132,아무리 영화라지만 이건 너무했다,0,story
133,액션도 좋고 뻥뻥 터지는맛도 굿,1,directing
134,비키퍼 킬링타임용 영화입니다.,0,story
135,존윅 열화판이네요. 모든게 하위 호환입니다.,0,story
136,믿고보는 제이슨 스타뎀! 재미있어요!,1,story
137,제이슨 스타뎀 액션연기 잘봤습니다,1,story
138,액션의 과유불급이랄까요..,0,directing
139,지나친 주인공의 독주가 긴장감도 재미도 떨어뜨린다.,0,story
140,생각보다 재미있었던 영화,1,story
141,비키퍼 The Beekeeper,1,story
142,비키퍼 The Beekeeper,1,story
143,현 액션배우 누가 다음을 이을 것인가,1,actor
144,쌓인 스트레스 시원하게 해소하는 재밌게 잘 보았어요,1,story
145,액션이 넘 시원했고 재미있게봤어요,1,story
146,재밌으나 2%부족한 느낌.. 히어로영화임.,1,story
147,시원시원한 액션 재밌게 봤습니다 ^^,1,directing
148,2편 기대를 해야하나? 말아야하나?? 고민,0,story
149,액션이 넘 시원했고 재미있었어요,1,story
150,재밌었어요. 좋았어요.,1,story
151,비키퍼비키퍼비키퍼비,0,story
152,잘봤습니다.😐😑🙁🙁,1,story
153,ㅂ진짜 오랭만에 스타뎀 봣네여,1,story
154,비키퍼 재미있게 봤습니다,1,story
155,비키퍼 재미있게 봤습니다,1,story
156,비키퍼 아재가 보이스피싱 일당을 다 처리하네유.. 액숀이 대단혀요..,1,story
157,영화 재밌게 잘 봤습니다,1,story
158,너무너무너무 재미있게 잘 봤습니다,1,story
159,팝콘용 영화로는 재밌게 볼 수 있다,0,story
160,스릴과 액션감이 너무 시웠했습니다!,1,directing
161,역시 영화는 영화관에서 ..내용은 어디서 본듯하지만 킬링액션인거 알고봐서 만족해요,1,directing
162,믿고보는 제이슨 스타덤,1,story
163,액션이 시원해요. 실제로 내가 아픈거같음ㅋ,1,directing
164,액션 좋고 다음편 기대되네요~,1,directing
165,액션은 좋은데 스토리가 빈약함,0,story
166,스토리는 이상하지만 액션은 좋았다,0,directing
167,배우들의 연기가 좋아요.,1,actor
168,배우들의 연기가 좋아요.,1,actor
169,양봉업자 건드리면 벌어지는 일..다~비켜퍼 ㅋㅋ,1,story
170,잘봤습니다 좋습니다 굿,1,story
171,액션장면이 아주 통쾌합니다,1,directing
172,화려한 액션이 돋보이는 영화였네요..,1,directing
173,역시 믿고보는 배우 제이슨 스타뎀..!!!! 액션 장난 아닙니다 ㅋㅋㅋㅋ 존멋 bb 실제로 보는 것 마냥 주먹 타격감이 좋아요 ㅋㅋㅋ,1,directing
174,정말 재밌게 잘 봤습니다,1,story
175,흐음 기대보다 별로였습니다,0,story
176,비키퍼 보다가 졸았네요,0,story
177,재밌게 봤습니다 ^^!,1,story
178,잘봤습니다잘봤습니다,1,story
179,"화끈하고, 시원한 액션영화의 표본!!",1,story
180,재미있게 잘봤습니다.,1,story
181,양봉업이 이렇게나 힘든거다. 자연산 꿀이 비싼 이유..,0,story
182,좋았어요~좋았어요~,1,story
183,스타뎀 영화는 킬링타임으론 좋은데 스타뎀도 이젠 나이를 먹었다는게 좀 느껴지네요,1,story
184,치고 박는 전형적인 제이슨 스타뎀 스타일의 영화.,0,story
185,재밌게 잘봤습니다...,1,story
186,비키퍼 영화 재미있게 잘봤어요,1,story
187,이제 완전히 무르익은 제이슨 스타뎀의 액션 활극이 기대를 저버리지 않았어요.,1,directing
188,제이슨 스타뎀이 화려하게 돌아왔네요.,1,story
189,액션이 쉴틈없이 나오니 집중하며 보게되네요.,1,directing
190,미국판 (보이스) 피싱 사건. 초반에 콜센터를 폭파하고 악당을 물리처서 중후반에 어뗗게 이야기가 전개될까 했는데...결국 vvip가족이 최종빌런일줄... 처음부터액션이 휘몰아쳐 스트레스완화에 도움됨. 중간에 빌런이 긴장완화를 위해 크리스탈 싱잉볼 연주명상과 마사지 받는건 의외였다.,1,directing
191,액션이 좋았어요!스트레스날려짐,0,directing
192,전개 빠르고 액션 깔끔하고 불필요한 요소들 다 뺀 깔끔한 액션 영화 역시 스타뎀,1,directing
193,스트레스 쫙 풀리는.. 시원 통쾌한 액션!,1,directing
194,제이슨 스타뎀이 화려하게 돌아왔네요.,1,story
195,재밌게 보고왔습니다.,1,story
196,재밌게 보고왔습니다.,1,story
197,재밌게 보고왔습니다.,1,story
198,재밌게 보고왔습니다.,1,story
199,재밌게 보고왔습니다.,1,story
200,존 윅과 붙으면 누가 이길까요,1,story
201,스피디하고 시원시원한 액션! 시간 때우기 딱 좋아요,1,directing
202,미국판 범죄도시 재밌게 봤어요,1,story
203,존윅 하위호환 너무 별로였다,0,story
204,잘보긴 했는데 폭력이 너무 난무했어요,0,story
205,킬링타임으로 괜찮았어요,1,story
206,이런 사람 있었으면 좋겠다. 정의의 사도 ! 시원한 사이다 ~~~ 같은 영화 ^^,1,story
207,재미있는 영화가 상영관이 넘 없어서 아쉬움,1,story
208,제이슨스타뎀 스러운 액션영화,0,story
209,요즘 상염되는거 보면 그다지 재미있게 봤다는 생각이 안든다. 이건 예외. 제이스스타뎀은 한국판 마동석같은 통쾌함이 있다,0,story
210,제이슨 스타뎀식의 묻지도 따지지도 않고 직진하는 상남자식 액션의 절정! 주인공이 너무 세서 긴장감이라곤 1도 없는것이 아쉽네요ㅠ 아버지 모시고 봤는데 아버지는 아주 재밌다며 만족하시던 ㅋ 긴장감이 아쉽지만 액션은 확실히 거침없고 시원시원하고 화끈합니다ㅋ,1,directing
211,비키퍼 / 영화 잘 봤습니다.,1,story
212,시원한 액션물ㅋ 존윅에서 따온듯한 베이스. 액션은 제이슨 본 스타일ㅋ 재미는 있다,1,story
213,재밌게 보고왔습니다.,1,story
214,재밌게 보고왔습니다.,1,story
215,재밌게 보고왔습니다.,1,story
216,재밌게봤어요 나쁘진않아요,1,story
217,Djabslckvldkx,1,story
218,잔인한액션씬너무좋아요,1,directing
219,별 3개 - 별 3개 - 양봉가 건들면 그냥 벌집 되는 거야!,0,story
220,맨 손으로 하는 강렬한 액션이 좋았어요~,1,directing
221,잘봤습니다 잘봤습니다,1,story
222,스타뎀의 액션영화는 역시 믿고 볼 만한,1,story
223,과연 진짜 이런프로그램이 있다면 무서울것같아요.,1,story
224,영화 너무 잘 봤습니다.,1,story
225,스타덤표 액션 볼만 하네요.,1,directing
226,벌저씨와 벌벌떠는 놈들,0,story
227,벌주고 약뺐는 벌벌타뎀,0,story
228,기대되로 액션신이 볼만합니다,1,directing
229,비키퍼 액션 좋네요 스트레. 한방에,1,directing
230,비키퍼 액션 좋아요~~,1,directing
231,화끈한액션 잘봤어요^^,1,directing
232,대사의 반이 비키퍼 비키퍼 어우,0,story
233,너무너무 재미있고 감동적입니다,1,story
234,너무 재밋어요 역시 액션 시원시원,1,directing
235,주인공이 액션으로 다 헤치울때마다 통쾌하고 사이다 ㅋㅋㅋㅋ 재밌게 잘 봤어요 ㅎㅎ,1,directing
236,생각보다 너무 괜찮게 봤어요! 추천!!,1,story
237,시원하게 보내세요....,1,story
238,시원시원 한 액션 오랜만,1,directing
239,생각없이 보기 좋은 액션영화,0,story
240,이거완존 존윅 인데 시원시원 하더만 존윅 처럼 아무생각없이 보기에는 최고,1,story
241,제이슨 스타뎀의 액션 언제나 좋네요.^^,1,directing
242,액션 장인의 무차별 액션 파티!,1,directing
243,개인적으로 재미있게 보았습니다.,1,story
244,액션 괜찮았어요~ 너무 강한 스타뎀,1,directing
245,트렌스포터 시리즈 더내줘 ㅠ,1,story
246,예상하던 이미지 그대로,0,story
247,"문득 한국영화 '범죄도시'가 외국인들 눈엔 이 영화처럼 보일 것 같다는 생각이 들었다. 악을 처단하기 위해 불도저처럼 밀어붙이고, 부상은 당할지언정 절대 지지 않는 불사의 주인공이 나오는 미국판 '범죄도시'다.",0,story
248,영화의 도입부부터 확 몰입시키는 제이슨 스타뎀표 액션.단순한 킬링타임을 훨씬 뛰어넘어서는 만족도,0,directing
249,내용은 통쾌했어요. 액션신에 많지는 않아요,1,directing
250,시간 가는 줄 모르고 보는 영화. 굿.,1,story
251,정말 멋진 액션장인 스타뎀형님,1,directing
252,기대만큼 크게 재밌지 않았다,0,story
253,윙.. 윙.. 윙.. 윙..,1,story
254,좋아하는 장르라 재미있게 봤어요. 아무 생각없이 즐기면 되는 액션이 굿. 제이슨 스타뎀 더 늙기 전에 후속작 많이 찍어 주길...,1,directing
255,가나도도검도검도검도검,1,story
256,생각보다 액션도 좋고 볼만 했어요,1,directing
257,올해 최악의 영화 감독 영화 못만듬,0,story
258,설명필요 없는 맛집! 액션이 화려하고 통쾌함! 스트레스 해소에 제격임!,1,directing
259,시원하고 통쾌함. 시리즈물 이었으면,1,story
260,소재는 의미없이 다 죽이는 영화 기대는 버리고 보자,0,story
261,존윅 하위호환 이다 ..,1,story
262,"손가락 잘리는 장면을 포함해서 너무 잔인했고, 1.5배속으로 돌리는 격투씬이 너무 어지러웠습니다. 한 사람 복수를 위해 아무렇지도 않게 수백 명을 죽인 듯!",0,directing
263,재미있게 잘 본 영화예요,1,story
264,"스트레스 해소용 그 자체, 기대없이 보면 좋네요",1,story
265,유치뽕짝 오그라들지만.. 뇌 빼고 보면 그냥저냥!,0,story
266,비키퍼 재밌게 봤습니다.,1,story
267,액션 무비 너무 좋았어요,1,directing
268,시원시원한 액션 믿고 보는 영화!! 제이슨 영화,1,directing
269,"화끈하고 화려한 액션, 사기 전화 고발",1,directing
270,역시 이 배우 나오면 통쾌한 액션과 재미가 있음,1,story
271,그냥 제이슨 스타뎀 나오는 영화! 딱 그 정도,0,story
272,그냥 액션이다 즐감했음,0,directing
273,시원한 액션을 원한다면 재밌게 볼 수 있어요 존윅처럼 후속편도 기대됩니다,1,directing
274,스토리는 걍그러려니 보시고 액션에 집중하면 몰입도 최강ㅎㅎ 속시원,1,directing
275,써프라이즈쿠폰 관람 못함ㅠㅠ,0,story
276,써프라이즈쿠폰 관람 못함ㅠㅠ,0,story
277,속 시원한 액션영화! 고구마 일절없는 제이슨스타뎀식 동화.,1,story
278,재미있게 잘 봤습니다.,1,story
279,역시 액션이 통쾌하네요.,1,directing
280,단순하고 쭉쭉 진행되서 좋습니다.,1,story
281,제이슨 스타뎀 넘 조아 ㅎ 시원시원합니다,1,story
282,와 너무 쉴틈없는 액션 재미있어요,1,story
283,쉴새없는 액션이 시원시원해요,1,directing
284,영화 너무 화끈하고 재미있어요,1,story
285,영화 정말 재밌게 관람했어요 쉴새없어요,1,story
286,꿀벌 아저씨의 분노 잘보았습니다. 비키퍼,1,story
287,즐거운 관람이었습니다.,1,story
288,즐거운 관람이었습니다.,1,story
289,제이슨 스타뎀 의 혼신의 연기 비키퍼 영화는 무조건 재미있어야 합니다 무조건 이 영화 보세요 강추합니다,1,story
290,재미있게 잘 보았습니다.,1,story
291,"액션은 소소한데, 스토리가 너무 빈약ㅜ",0,story
292,좋아요좋아요좋아요좋아요,1,story
293,좋아요좋아요좋아요좋아요,1,story
294,화려한 액션만 볼 수 있음. 아 그리고 수트 등빨도,0,directing
295,그닥 잔인하지도 않고 .. 액션이 엄청 재미있지는 않아요 가볍게 즐기기 좋은것 같아요 전에 OTT 용이라는 댓글을 본적이 있는데 공감합니다 …,1,story
296,재미있게 잘 보았습니다,1,story
297,역시 엑션은 최고ㅋㅋ 그냥 엑션만 즐기러 가는 건 강추!,1,story
298,폭력적이지만 시원해지는 영화,1,story
299,영화 재미있게 잘 봤습니다...,1,story
300,시원한 액션 재미있게 봤어요,1,story
301,딱 기대한만큼만 해줬으면..,0,story
302,비키퍼 재밌게 봤습니다.,1,story
303,누구도 빡빡이 앞을 막을 수 없다 빡빡이가 가는길이 곧 길이다,0,story
304,볼만함 범도같은 영화임,1,story
305,이런 사람이 없어서 보이스피싱이 활개침,0,story
306,잔인했지만 재밌었다. 근대 뭐가 아쉬움,1,story
307,액션+먼치킨 끝판왕 재밌어요,1,directing
308,액션씬이너무없는듯ㅠ,1,directing
309,좋았어요 좋았어요 좋았어요,1,story
310,제이슨 스타뎀... 좋았습니다,1,story
311,양봉업자의 무자비한 복수극,0,story
312,호감 있는 배우가 출연했습니다.,1,actor
313,액션도 좋았고 영화도 재밌어요~~,1,directing
314,아주 좋아요 음악도 좋고,1,directing
315,진짜 재밌어요 또보고싶네요,1,story
316,8/10…. 좋았어요,1,story
317,잘보았습니다 감사합니다,1,story
318,제레미 나와서 반갑네요,1,story
319,액션 시원화끈하네요 잘 봤습니다,1,directing
320,가끔은 복잡한 생각에서 벗어나게 하는 영화도 필요한 시간,1,story
321,잘봤습니다 굳굳굳ㅎㅎ,1,story
322,"조용하게 과감하게, 긴장감 넘치는 2시간이었다.",1,story
323,시원시원 배우가 좋아서 항상 봐여,1,actor
324,제이슨스타뎀식 시민덕희 킬링타임용으로 제격인듯.,1,story
325,"완전 시원, 좋았어요.",1,story
326,복수 하나만으로 목표를 제거하는 비키퍼,0,story
327,둣굿 누무재미있게 뵜어욘,1,story
328,시원 시원하게 참교육 하는 액션. 재밋어요.,1,directing
329,액션의 장인 제이슨 스타뎀형님,1,directing
330,역시 스타뎀 뭐 볼꺼없으신분들은 봐도 후회는없다정도,1,story
331,시즌 2가 기다려져요 ♡♡,1,story
332,스트레스 확 날려주는 영화! 제이슨 스타뎀의 끝내주는 액션 명 연기! 법이냐 정의냐 선택하라 네가 죽기전에 마지막으로 보는 것이 그의 눈동자가 될 것이다,1,actor
333,보이스 피싱은 나빠요 시원하게 벌을 준것같네요,0,story
334,영화 관람했습니다 영화 관람했습니다,1,story
335,그냥 저냥 b급 액션무비…개연성을 따지면 안됨 ㅎ,0,directing
336,스타뎀 전형적 액션 영화이긴한데... 이번거는 너무 먼치킨임.,0,directing
337,제이슨 스테덤이라는 브랜드,1,story
338,절대 안죽는 남자 비키퍼 ㅎㅎ,1,story
339,특별한 것은 없었지만 타임 킬링용으로 보면됨,0,story
340,뭔가 색다른건 없다..,0,story
341,"피곤한 상태에서 영화를 봤는데, 시간 가는줄 모르고 봤습니다. Good ~~~",1,story
342,역시 믿고 보는 영화....스트레스 해소에 좋아요.,1,story
343,Sooo goood!!!!,1,story
344,Sooo goood!!!!,1,story
345,잘 봤습니다. 감사합니다,1,story
346,좋았어요 좋았어요 좋았어요,1,story
347,스토리가 좀 개연성 떨어지고 엉성하긴함 근데 액션씬 때리는 타격감 좋고 총소리 쩌렁쩌렁하고 재밌음 주인공이 특수부대도 다 이기는 먼치킨물,0,directing
348,액션의 최강자를 보고싶은면 강추한다!! 이영화는 스토리와 개연성은 필요가 없다!!,1,story
349,맥락을 이해를 못 하겠네요…,0,story
350,잘보고왔어요...!!,1,story
351,재밌게 봤습니다!!!,1,story
352,통쾌한 액션영화 잘 봤습니다,1,story
353,역시 스타뎀형님 시원시원합니다 재밌게잘봤습니다,1,story
354,"남자친구가 주인공 배우를 좋아해서 함께 보러 갔는데, 배우의 안목이 많이 떨어졌나..? 하며 나왔던 영화. 주인공이 움직이는 명분도 이해가 안 가는 건 아니지만 과한 느낌이 들고, 전체적으로 스토리나 캐릭터성이 돋보이기보다는 단순히 액션을 보여주기 위한 느낌. 어이없고 다소 잔인했던 전개.",0,story
355,악이벌받는 시원한 영화 현실에서도 실현되면 좋을거 같았습니다,1,story
356,아무생각옶이 보기좋아요~ 퍼퍼퍽,0,story
357,시원한 액션. 시리즈 물로 나와도 될 듯. 사회악은 끊임없이 있으니까,1,directing
358,액션이 시원시원했어요,1,directing
359,기대없이 갔다가 시원하게 즐김. 대머리형님의 찰진 액션과 타격감. 스토리도 나쁘지 않았음. 비키퍼라는 조직의 확장성이 충분하므로 시리즈도 기대해볼만함,1,story
360,"평범한 제이슨 스타뎀 스타일 영화. 즉, 별 내용 없이 화끈한 액션만 계속 보여준다.",0,directing
361,ㅋㅋㅋ 스타뎀 보는 맛에 봤다. 존윅 하위호환,0,story
362,재미있게 봤네요 꼭보세용,1,story
363,간결한 이야기와 화끈한 액션. 가볍게 즐기고 싶다면 추천.,1,directing
364,우리나라 도입이 시급한 비키퍼. 화려한 액션으로 싹쓸이 하는게 통쾌,1,directing
365,기대만큼은 아니지만 액션 화려함,1,directing
366,답답한 마음이 확 뚫리는 통쾌한 액션이 볼만 합니다.,1,directing
367,액션 좋고 재밌네요.예상밖의 스토리도 괜찮았습니다,1,story
368,오랜만에 시원한 액션 잘보고갑니다 나뿐짓을 하면 혼나요,1,directing
369,제이슨 스타뎀의 액션이 화끈하긴 했던,0,directing
370,마지막 액션신 장난 아니었습니다,1,directing
371,영화 잘 봤습니다 재밌네요,1,story
372,묵직하면서도 느껴지는 빠르고 정확한 합이 제이슨 스타뎀과 만나면서 너무나 멋있는 액션과 캐릭터가 나왔다. 유달리 멋있어 보였다. 그것은 아마 스토리와 전개의 차별점을 지우고 그저 액션의 합을 정교히하고 양과 질을 높였기 때문이지 않을까 생각된다.,1,directing
373,급전개 느낌이 없자나 있지만 제이슨 스타뎀 액션영화에 그런걸 따지는것도 어불성설임 그냥 뇌빼고 보기좋은 킬링타임영화,0,story
374,간만에 시원한 영화 봤어요..재미 있습니다,1,story
375,말도 안되는 액션 ㅋㅋ 걍 생각 없이 보기 좋음,1,directing
376,호쾌한 액션 좋고 메시지가 딱 들어오네요.,1,story
377,제이슨스테이섬배우가나오는영화는무조건봅니다-~항상건강하시고다음편기대할게요 ㅎㅎ,1,actor
378,한국의 마동석 보다 무풍지대,0,story
379,제이은 스테덤의 강점은 노안이라 세월이 흘러도 나이들어 보이지 않는다는것이다 역시나 멋진 꿀액션 최고,1,directing
380,믿고보는 제이슨 스타뎀의 액션영화,1,story
381,무난하게 잘 봤습니다.,1,story
382,다시 돌아온 스타뎀의 액션,1,directing
383,재미있게 볼만한 액션.,1,directing
384,재미있게 볼만한 액션.,1,directing
385,액션이 시원해서 좋네요,1,directing
386,흠... 좀 좋았어요...,0,story
387,미쳤어요. 최고입니다! 액션장인 명불허전 스타뎀!!!,1,directing
388,우리나라 보이스피싱범들도 이렇게 응징해줬으면 좋겠다는 생각을 했어요 액션이 시원하고 다 때려부수네요 ㅋㅋㅋ 내용도 고구마 없어서 속 답답한 사람들에게 추천합니다,1,story
389,생각보다 액션이 시원시원하고 좋네요,1,directing
390,재밋게잘봣슺니다~~,1,story
