index,Review,sentiment_predicted,category
61,지루하지 않고 재미있게 잘봤어요,1,story
62,"내용없이 웅장한 장면, 액션 보는거면 최고라고 생각합니다. 진짜 다 때려부수네요!",1,directing
63,늘 재미있게 보네요.,1,story
64,재미있게 잘봤습니다 ^^,1,story
65,4dx로 봤으면 더 좋았을것을 아쉽네요,0,story
66,미니콩의 활약 멋졌어요~^^@@!?♡♡♡,1,story
67,여전히 볼만한 킹콩과 고질라의 하모니,1,story
68,괜찮아요!!! 괜찮아요!!!,1,story
69,내용이 필요있나~ 이 맛에 보는 거지!!,1,story
70,속전속결 했다:) CG 보는 맛이 있다.,0,directing
71,상상의 세계속의 친밀한 귀염둥이들 ~ !,1,story
72,두 거대괴수의 멋진 합공,1,story
73,좋아요 좋아요 좋아요~,1,story
74,스토리는 미적지근햇지만 마지막 격투씬이 진국인 영화,1,story
75,잘봤습니다 잘봣습니다,1,story
76,깔끔하게 화끈하게 연합팀의 승리 ㅋㅋ,1,story
77,재치있으면서 콩의 파워력 좋았습니다,0,story
78,아주 잼있게 봤어요~^^,1,story
79,킬링타임용 괴수영화. 영화관에서 보면 볼만함.,0,story
80,진짜 때려부수는 것만 기억남아요,0,story
81,몬스터 영화는 역시 극장에서 봐야 제맛이군요 아들과 즐겁게 잘봤습니다~,1,story
82,스토리는 모르겠는데 영상미가 좋아요,1,directing
83,아이가 좋아함 ㅎㅎㅎㅠㅓㅓㅏ,1,story
84,잘 봤습니다 고질라와 콩의 콜라보레이션,1,story
85,뇌 빼고 보기 좋은 영화~,0,story
86,재미있게 잘봤어요👍👍👍👍👍👍👍,1,story
87,완전 스트레스 팍팍 날아갑니다 개인적으로는만족합니다,0,story
88,주말에 아들 하고 재밌게 감상 했는데 다음 시즌이 기대가 되는데,1,story
89,재밌습니다아다아다아단?!?!,1,story
90,스트레스 풀려다 더 받았다.,1,story
91,좀 실망. 원가 부족한데 뭐라고하기가?,0,story
92,재미있게 보고 왔어요 팝콘이랑 같이 먹으면 더 좋아요,1,story
93,콩의진화가기대됨 고질라 굿.,1,story
94,타노스 건들렛을 선물 받은 콩,0,story
95,때려 부수는 맛이 일품이다,1,story
96,영상미는 꽤나 좋았지만 스토리가 너무 억지스러운게 많았어요 .. ㅠㅠ,0,story
97,잼나게 봤네요 고질라 콩 지구를 지키는 히어로.. 액션두 괜찮아요,1,directing
98,"어디까지 부수고, 어디까지 판을 키울지 이젠 궁금해진다",0,story
99,재미있게 관람 하였습니다,1,story
100,자다 자다자다 나옴..와 꿀잠타임,0,story
101,아주 신나게 싸우고 때리고 뿌수고~~^^ 대환장의 파뤼 파뤼~~ 시간 가는줄 모르고 봤어요 스트레스 날리는 용으로 짱짱!!!,1,story
102,아이들과 너무 재밌게 봤어요~~ 4DX로 봤는데 거의 롤러코스터 수준 ㅎㅎㅎ,1,story
103,고질라와 콩의 활약 재미있어요,0,story
104,생각보다 긴장감있고 재미있어요,1,story
105,그냥 스토리모르고 보기좋음,1,story
106,갈수록 커지는 스케일. 점점 작아지는 개연성..,0,story
107,쌈마이 그상도 이하도 아니다...,0,story
108,화려한CG 배경 압도적인 전투씬 재밌게 봤어요.,1,directing
109,으어어엉어어엉어어어엉어ㅓㅇ엉,1,story
110,재밌다기 보다 별생각없이 보면 좋았던거 같아요.,1,story
111,B. 수퍼뻔한 이야기. 그래도 이런 영화는 극장에서 봐줘야됑요!,1,story
112,비주얼이 정말 좋았네요,1,story
113,괴수물은 정말 개연성이 없구나....,0,story
114,헐 영화 대존잼인데 이거 흥행 왤케 저조한거죠? 진짜 재밌음 저를 믿어보세욤,1,story
115,지구야 이렇게 부숴대서 미안해,0,story
116,아이랑 재밌게 관람했어요^-^,1,story
117,시원시원한 괴수 격돌이 킬링타임용으로 좋았어요,1,story
118,킬링타임으로 대박인 영화~ 미니콩 !!!,1,story
119,영상미나 몰입도 쵝오~!!!,1,directing
120,"생각없이 관람 하세요!! 어? 왜? 이런 물음 갖지 마세요!! 그냥 파괴하고, 치고 받고...그 영상미를 즐기세요!! 그것만이 올바른 관람 방법 입니다. 아참, 콩!! 타노스가 찾던데...장갑달라공~",0,story
121,너무. 재미있고 생각보다 신나게 봤습니다,1,story
122,좋습니다 진짜 재밌습니다 핫 기모링,1,story
123,시리즈가 끝나지 않았다는 기대감과 앞으로의 행보가 걱정되는 애매모호함,0,story
124,집중해서 보게되는 영화네요,1,story
125,스트레스가 확 풀릴정도로 재미있었습니다^^ 믿고보는 콩~시리즈👍,1,story
126,오락용 만족합니다 급마무리 ㅋㅋ,1,story
127,그냥 가볍게 볼만해요 한번쯤볼만,1,story
128,스토리 전개 영상미 모두 재밌어요^^,1,story
129,고질리와 함께 씨우는 콩 재밌게 봤어요,0,story
130,아들과 즐겁게 감상 재미 있는 영화로 친해질듯,1,story
131,영화 관람했습니다 영화 관람했습니다,1,story
132,초반에는 CG가 좀 별로다 생각했는데 뒤로 갈수록 재미있었어요,1,story
133,생각없이 보면 즐길 수 있다,0,story
134,아쉬웠지만 소중한 괴수물입니다,1,story
135,용두사미.... 형만한 아우는 없었다.,0,story
136,흥미진진한 스토리가 최고,1,story
137,전편들을 보지못해 좀 아쉽지만 시원시원한 타격감이 좋았어요,1,story
138,1편도 재밌게 봤는데 2편도 재밌었어요,1,story
139,너무 재미있었고 콩과고질라 원팀조합이 최고입니다.,1,story
140,좋습니다 멋집니다 최고,1,story
141,복선을 어떻게든 다 회수하는게 만약 나중에 볼사람이 있다면 지나가는 것도 기억해두면 아 저게 그 복선이구나 할만한게 많았습니다. 스토리도 나름 나쁘지않았는데 그냥 늘 먹던 불량식품같았습니다. 근데 고질라가 생각보다 약해서 애매하긴했습니다.,0,story
142,팡팡 터지는것만 있는게 아니고 나름 감동적이었어요ㅎㅎ,1,story
143,전작을 완전 실망해서 볼까?말까? 고민하다 봄 역시 보길잘함~ 기대한만큼 재미있음,1,story
144,그저 그래픽 많이 발전했네 하고 보는거져,0,directing
145,역시.. 콩과 고질라의 활약이 돋보였다,0,story
146,멍청하고 유치하지만 애초에 그런 맛으로 보는 영화다보니,0,story
147,재밌어요 잘 봤습니다. 강추합니다.,1,story
148,평가가 반반이라 어떨지 궁금했는데 나름 재밌었어요,1,story
149,재미있어요~~##%^*,1,story
150,놀라운 콩과 고지라의 콜라보 정의를 위해 만나면 이리 멋질수 있음을,1,story
151,재밋게 잘 봤어요 애기가 좋아해요,1,story
152,액션씬에 한번 놀라고 영상미도 괜찮아요,1,directing
153,재미있게 잘 봤습니다.,1,story
154,인간비중이 적어서 무난했습니다.,1,story
155,재밌어요 굿!! 두번째 보는거에요 존잼!,1,story
156,"살짝 유치하긴했는데, 재미있었어요",1,story
157,4dx 아니였으면 영화보다 나왔을것,0,story
158,집중해야 할것에 집중한 액션 맛집 그러나 역시 미국영화라고 콩이 주인공이라 좀 아쉬움,0,directing
159,콩이 아이언맨 팔 슈트를 ㅎㅎ넘 겹겹,0,story
160,킬링 타임용 ㅋ 그냥 콩보러 옴,0,story
161,좋은 CG로눈이 즐거운 영화,1,directing
162,유치하지않고 너무너무 좋았어요 굿입니다,1,story
163,ㅋ그냥저냥.지치고.무료한 일상일때 재미로 보기에는 더할나위없는 영화입니다,0,story
164,재미있게 잘 봤어요 좋아요,1,story
165,고질라x콩 재밌게 봤습니다,1,story
166,3월 27일 수요일 오후 남편과 압구정에서 관람!~ 또 봤는데도 질리지 않네요!~ ㅇㅅㅇ ㅋㅋ 문제는 누구랑 가냐에 따라서 다름 ㅠㅠ 에휴~,1,story
167,CG 영상만 봐도 좋았고 스크린X 로 보니 더 좋았다 재미있게 잘 봤어요,1,story
168,다 때려부시는 영화는 이런 것!,1,story
169,추후 수정해 올리겠습니다,0,story
170,너무조응고릴랄ㄹ킹콩입키다,0,story
171,"나가고 싶었지만 나갈용기가없어서 다봤다 수준이 너무 낮은거 아니냐~영화야~ 귀가먹먹해 이명오는듯..,",0,story
172,질라도 착해보였음ㅋㅋ,1,story
173,[1/10] 적당히 유치해야지… 어느 정도 유치함을 각오했는데 각오가 부족했나?…,0,story
174,다때려부수는게 맛이지,0,story
175,액션신만 봐도 돈값은 하네요,0,directing
176,전작에서 별로 나아진것이 없지만 그렇다고 나빠진것도 없는 무난무난한 영화였습니다. 괴수물에서 인간들의 등장은 관객 입장에선 짜증나는 포인트이긴 하지만 그럼에도 필요한 필수불가결의 존재이기에 감안하고 보는게 옳다고 봅니다. 그나마 전작보단 덜 나데서 전작보단 나은 후속편입니다,0,story
177,잠오고... 4dx는 쉴세없이 흔들어대고... 물은 계속 뿌려 ㅋㅋ 총체적 난국...,0,story
178,중간에 졸았는데 싸우는 장면은 ㄱㅊ,0,directing
179,너무 초딩같은 이야기전개가 좀 유치하기까지...인피니트 건들렛을 나오는줄알고 깜짝 놀라기까지 참 여러가지를 짬뽕 해놓은 듯한 작품이네요.,0,story
180,"재미있게잘봤어요,....",1,story
181,4d의 효과를 가득 즐김. 콩과 고질라는 대체 뭐란 말인가,0,story
182,아이맥스로보면 더 재밌을꺼 같네요,1,story
183,그냥저냥 킬링타임용으로...,0,story
184,볼만하긴 한데 왜 거대 괴수들을 작아 보이게 영상을 만들었는지.. 후반부 빼고는 덩치 체감이 잘 안 돼서 거대 괴수의 의미가 없었네요 그래도 치고박고 싸우는 거 잘 봤습니다,0,directing
185,4DX라 그런지 좌석도 흔들리고 실감넘쳐서 너무 재미있었어용!!! 평소에도 고질라X콩처럼 멋진 영화들을 좋아했던터라 이번에도 기대 이상으로 재미있게 봤습니다!!! 다들 고질라X콩 뉴엠파이어 많이 보세용❤?❤?❤?,1,story
186,고질라 콩 원팀으로 싸운 괴수들,0,story
187,킬링 타임용으로 최고의 영화였습니다. 다소 과한 스토리가 집중도를 떨어뜨리지만 CG만큼은 볼만합니다.,1,directing
188,화려한 그래픽으로 눈이 즐겁네요. 나쁘지 않았습니다.,1,directing
189,누가재미없댔어~ 완전재밌는뎅! 인간연기보다 킹콩연기가 더좋아요,1,actor
190,빌드업이라 믿을게 ^^~,1,story
191,다양한 괴수들이 점차 등장을 하네요. 싸움씬이 점차 늘어나는듯 하네요. 잼나게 보는 영화. 다음이 기대되는 영화네요.,1,story
192,잠들어서 거의 못봤네여;;ㅋ,0,story
193,그냥 괴수들이 쌈박질하는 영화,0,story
194,보다가 잘뻔 했지만 꾹 참고 봤습니다,0,story
195,고질라와 콩이 협동하여 세상을 구하는것이 보기 좋았고 영상도 좋고 스토리도 좋았습니다 배우들의 연기는 말 할 것도 없고요,1,actor
196,"오락영화 수준임, 구성은 좀 탄탄하지 못하지만 그냥 볼 만합니다!",1,story
197,킬링타임하기좋은듯합니다.,0,story
198,재미잇엇어요 ㅎㅎㅎㅎㅋㅋㅋㅋ,1,story
199,마지막이 너무 허무하네요...,0,story
200,아이맥스가 아니었다면 볼 필요가 없이 딱히 인상적이지 않은,0,story
201,뇌 빼고 볼 만한 영화인듯?,0,story
202,피터지는싸움🐵🐵🐵🐵🐵,0,story
203,큰스케일의 영상에빠져 시간가는 줄 모르고 흥미롭게 봤다고..초등때부터 계속 봐왔던 고등아들이 그럽니다..ㅎㅎ,1,directing
204,확실히 유인원이 지능이 높네,1,story
205,목적에 충실했다.!!,1,story
206,뇌는 비우고 쾌감은 채우고,0,story
207,괴수 영화를 좋아하는 사람으로서 이 영화는 사랑입니다,1,story
208,hsbdbcjjdvdhd,1,story
209,잼나게 봤네요 고질라 콩,1,story
210,"흥미진진, 멋지고 재미나고 스릴 만점~~!! 콩과 고질라 함께 힘을 합쳐 나쁜놈(스타킹)을 물리치러 뛰어올때...ㅠㅠ 진짜 멋있었습니다. 진짜 진짜 재밌게 봤습니다.^^ 내일 두번째 봅니다 ㅎㅎ",1,story
211,몬스터버스가 갈수록 콩의 이야기가 되어가는듯,0,story
212,진짜 리얼한게 너무 멋있아요,1,story
213,고질라 너무 귀여워요 ㅎㅎ,1,story
214,괴수영화를 좋아해서 재밌게 봤구요 4dx로 보니 완전 신세계네요ㅎㅎ,1,story
215,너무 재미있게 봤 습니다,1,story
216,역시 이런 영화는 아맥으로 봐야죠.. 스케일도 크고 웅장하니 볼맛났어요,1,story
217,그냥저냥 그랬어요 별기대없이 봐야할듯요,1,story
218,기대하고 봤는데 솔직히 전 실망 몇번씩 졸고 지루했음. 킬링타임용도 아니었음,0,story
219,앞에거 안 보고 봐서 그런지 잘 모르겠지만 볼만했어요~~!! 꼭 포디로 보세용,1,story
220,잘봤습니다.감사합니다.,1,story
221,4dx역대급이고 괴수물로서 너무 재밌는 영화다 너무재밌었음,1,story
222,고질라콩 뉴엠파이어 더욱 볼거리가 많아졌네요,1,directing
223,부시고 던지고 거대 몬스터들 간의 프로레슬링 한 판!,0,story
224,모스라는 토템이냐??,0,story
225,무기 장착한 콩과 핑크빛 방사능 잔뜩 먹은 고질라 너네 그만 좀 싸우고 화해해,0,story
226,요즘 영화는 3D 아닌 게 없고 상영내내 때려부수고 파괴하는 걸로,0,story
227,gooood gooood gooood,1,story
228,gooood gooood gooood,1,story
229,"아이가 고질라,콩 시리즈 좋아해서 항상 보러오는데 시리즈중에 제일 재미있게 봤어요 !! 4D로 봐서 그런지 더 실감나게 봤습니다 요즘 아이들과 같이 볼만한 영화가 없었는데 추천!!!",1,story
230,"킹콩과 고질라의 액션 타격감이 와 닿네요. 인간과 동물과의 교감도 좋았고, 재밌게 봤습니다. 특히 킹콩의 이빨뽑는 장면은 신선하네요.",1,directing
231,gooood gooood gooood,1,story
232,둘이 한변먹으니까 좋으네요 고질라도 귀엽고 콩은 인간적이네요,1,story
233,쿨하게 즐기는 괴수 액션.,1,directing
234,아이맥스로 봐야 그나마 괜찮았던..,0,story
235,스토리짜내는 헐리우드 대단해요 재미있어요,1,story
236,지금껏본 고질라영화중 최고다,1,story
237,괴수들이 나오는 어벤져스 엔드게임,0,story
238,다시 보고 싶은 영화네여~,1,story
239,모조리 다 때려부순다.,0,story
240,지루하지 않게 봤어요~~,1,story
241,때려 부시는 영화 라이언킹 베낀듯,0,story
242,앞선 두 편이 도저히 내 취향과 맞지않아 초등6학년인 아들만 관람한 영화..공룡 친구들과 동물 친구들에게는 무한관심을 보이는 아들에게 늘 후한 점수를 받는 콩시리즈.이번 편 역시 영상미면에서 만족감과 놀라움을 동시에 안겨줬답니다.,0,directing
243,고질라 X 콩-뉴 엠파이어 영화 엄청 재미있게 봤어요,1,story
244,적당히 화려하고 큰 나방이 해결하는 그런 영화이네요. 나방 별로 안좋아하는데 암튼 나름 재밌었습니다,1,story
245,"영화 재밋어요, cg가 굉장히 화려하고 소리가 웅장해요",1,directing
246,콩 시리즈 ㅎ 크게 기대말고 그냥 재미로 보세요~^,0,story
247,아무생각없이 때리고 부수는거 보는게 재밌고 좋았어요!!! 이런 영화는 큰 화면에서 보는게 좋아용,1,story
248,이런 건 이런 맛에 보는거니 뭐,1,story
249,컴퓨터 그래픽 등 스케일이 크네요!,1,directing
250,너무 재밌게 잘 봤어요 ㅎㅎ,1,story
251,굿굿굿아주재밌게 봤어요,1,story
252,왜캐 무게감이 부족하지..,0,story
253,콩이 너무 멋져요 언제봐도 멋진 콩이,0,story
254,나름 재미있게 봤어요.,1,story
255,재밌음 괴수들이 나와서 싸우는것 보면서 시원한액션봄,1,directing
256,잘봤습니다 감사합니다,1,story
257,재밌음 마지막전투는 끝내줌 4d효과 좋음,1,story
258,재밌어요. 그런데 문득 이런 생각이 들더군요. 고질라와 킹콩의 주변 사람들은 지켜지는 반면에 수없이 많은 사상자가(수천명) 나오지 않았을까? 라는~ ㅎ,1,story
259,기대보다 액션도 화려하고 볼거리도 많았습니다~,1,directing
260,괜찮은것 같아요 생각보다는,1,story
261,타이탄들의 무중력 댄스🕺💃🕺,1,story
262,괴수물 좋아하는 사람이라면 재미있게 볼 수 있는 킬링타임용 영화!,1,story
263,우당탕탕 콩의 지하세계 대모험(feat 고질라),0,story
264,수호신 타이탄들 진짜 너무 멋있었고 중간중간 코믹한것까지 너무 재밌게 잘 봤어요!,1,story
265,그저 깡패 고질라의 존재!,0,story
266,괴수물 너무너무 좋아해서 콩 시리즈는 항상 꼭 봐요 !! 역시나 너무너무 재밌습니다ㅜㅜㅜ 또 보고 싶어요 !,1,story
267,좀 유치하고 스토리도 뻔하지만 전 괜찮았어요.,1,story
268,과연 다음은 누가왕이될것인가?,0,story
269,고질라 영화 콩하고 고질라 함께 나오는것 가대 하고 보앗는대 조금은,0,story
270,영상미가 띠어나고 생각없이 볼수있는 스트레스 풀리는 영화,0,directing
271,여키 거수물은 재밌네요,1,story
272,이번엔 팀을 먹은 콩질라,0,story
273,🍿 먹으면서 보기에 좋아요,1,story
274,킬링타임용 으로는 좋습니다,1,story
275,만화영화 잘봤어요~~^^,1,story
276,초등 저학년 자녀들이보기 좋을듯합니다,1,story
277,아이가 좋아했어요. 콩 귀염ㅎ,1,story
278,하루종일 아역배우 인상 찌푸리는 얼굴만 보여준다.,0,story
279,전편들에비해액션에임팩트가부족하지않았나.. 모스라등장을무슨치트키마냥쓰는데. 설정이그런거지.관객입장에선그냥나방일뿐..아닌가.,0,directing
280,영상미가 다 했죠 아주 잘싸워여,1,directing
281,몬스터버스 wwe를 만나다.,1,story
282,재미있어요. 잘 봤습니다.,1,story
283,몬스터버스를 못봐서 계속 보는걸 미루다가 imax 상영 마지막날에 어쩔수없이 봤다..근데 몬스터버스 안봤어도 크게 무리없을..그런 영화였다. 인간들은 보조출연일뿐..괴수들의 마지막 싸움의 빌드업후 환상적인CG를 구경한것으로 충분하니깐..,0,directing
284,좋았어요 재밌게 잘 봤어요,1,story
285,좋았어요 재밌게 잘 봤어요,1,story
286,재미있게 잘보았네요...,1,story
287,편하게 마음 비우고 보기 좋습니다 ㅋㅋ,1,story
288,"4d로 봤는데 진짜 장난아니네요 무슨 2시간동안 롤러코스터 타고 안마기한것 같아요ㅋㅋㅋ 4d는 처음이었는데 물,바람,연기,냄새.진동 등등 모든게 다 신기하고 좋았는데 생각보다 강도가 쎄고 거의 쉴틈없이 계속 우당탕 거려서 혼이 쏙 빠졌네요 힘들었지만 재미는 있었어요",1,story
289,볼거리는 많으나 스토리는 아쉽다.,0,story
290,끊임없는 액션 지루할 틈이 없었네요 저는 재밌었습니다 우리나라 정서랑 좀 안 맞다고 하긴 하는데 연결 고리가 있지만 그냥 봐도 재밌습니다 추천 드립니다 이건 영화관에서 봐야 됩니다,1,directing
291,정말 좋았습니다..! 또 보고 싶네요,1,story
292,애들이 좋아할만한 영화입니다,0,story
293,와우! 화끈합니다!!!!,1,story
294,싸움씬이 재밌고 흥미로워요,1,story
295,고질라와 콩이 지킨 아름다운 별 지구,0,story
296,콩이 정말 귀엽네요^^,1,story
297,정말 재밌습니다 꼭 보세요,1,story
298,너무 잼있었습니다. 아이맥스에서 못본걸 후회 ㅜㅜ,1,story
299,지금까지 시리즈로 쭉 봤어요 이번에도 따뜻하네요 미니 콩 넘귀여워요,1,story
300,고질라 콩 재밌게 잘 봤어요,0,story
301,용아맥 마지막 날 겨우 봤어요. 너무 빨리 내려서 아쉽고 몬스터버스는 역시 극장에서 보는 맛이 있어여,0,story
302,소중한 한표 행사 후 아이와 함께한 즐거운 시간이었네요~^^,1,story
303,건물주가 불쌍한 영화.. 고질라랑 콩이 한팀인게 디행이고 역시 이런 액션 블록버스터는 큰 화면에서 보는게 가장 좋다.,0,directing
304,미니 콩이 귀엽네요 액션이 시원해요,1,directing
305,무지무지 재미 있었어요~,1,story
306,아이가 괜찮았다고 하네요.,1,story
307,고질라 콩 영화 재밌게 잘 봤어요,1,story
308,"에덤 윈가드 는 어떻게 이런 영화 를 만들생각을 했을까? 이 작품은 액션,괴수물 을 좋아하는 사람 들 한테 아주 좋은 작품입니다 저도 예고편 나왔는대 천눈의 반했어요",1,story
309,재미있었어요 초반에조금지루했지만,1,story
310,굇수들의 향연 즐겁게 봤습니다,1,story
311,웅장하고 잼있었네요 약간 아쉽긴 했네요 4dx 로 못봤다는게요,1,story
312,정말 아무생각하고싶지않고 집에있기는 좀 그렇고 할때 봤더니 딱 재미있게 봤습니다,1,story
313,CG가 없었으면 아무것도 할수 없었을 듯. 미니콩이 예고편보다 덜 귀엽지만 콩의 눈빛은 아주 좋음. 다음 킹콩 영화는 콩들이 대사를 한다면 더 멋질것 같다.ㅋ,0,directing
314,마지막 결말이 아쉬웠고 고질라 영화의 핵심은 전투씬이 부족하지않았나 싶습니다 그래도 2대2로 싸우는 장면은 매우 인상적이였습니다.,1,directing
315,너무 가벼워진 시리즈..아쉽다,0,story
316,화려함은 많아졌지만 드라마와 개연성이 아쉽네요. 괴수물 좋아합니다. 제발 수준이 높아졌으면ㅠㅠ,0,story
317,통쾌한 두 몬스터 들의 협업 액션~ 콩과 고질라 액션이 볼만했던 하지만 너무 인간적인 괴수들은 이질감...,0,directing
318,스케일이 커서 극장에서 아이들과 보길 잘했어요,1,story
319,아들들과 신나게 스트레스 풀며 잘 봤습니다~,1,story
320,재밌게 봤습니다. 딱 킬링타임용 영화입니다.,1,story
321,너무 재밌었어요 역시4D,1,story
322,싸우는 신이좋았고 아이디어도좋았어요,1,story
323,아들이 좋아합니다. 고질라는 에너지모으는데 시간이 많이 걸리네요,0,story
324,몬스터 유니버스 이번에 제대로 알게 됐는데 전작에서 알아야할 부분들이 간단하고 단순해서 가볍게 즐기기 좋은 시리즈같아요,1,story
325,좋앗좋앗좋앗 습니다다,1,story
326,재밌게 잘봤어용 ㅎㅎ 스트레스해소,1,story
327,우리콩 진짜 많이컸네 ㅠㅠ,0,story
328,4d로 보니 잼났어요 딸이랑 오붓한시간 💕,1,story
329,재밌게잘봤습니다!!!,1,story
330,재미있게 잘 봤습니다.,1,story
331,콩과 고질라가 싸우는데 콩이 고질라를 때리는게 인상깊었다 그리고 통쾌했다,1,story
332,추억이 돋는 그런? 무료한날 시간 보내기 좋음 ㅋ,1,story
333,사람이든 고릴라든 근육이 멋져야해요,1,story
334,액션이 역대급이다 진짜,1,directing
335,생각했던거 보다 재미있었어요 ~~~ 콩 좀 귀엽네요ㅋㅋ,1,story
336,재미있었어요~ 스토리가 풍부한건 아니지만 간결하고 보는재미가 있어서 시간 금방가더라구요!,1,story
337,치고 박는 장면이 재미있었어요~,1,story
338,근래 4dx중 제일 좋은듯합니다 박진감 넘치고 초5딸아이가 좋아해요,1,story
339,초5초1아이 둘다 실망요,0,story
340,아이들이랑 너무 재미있게 본 영화~ 자막만 읽을수 있는 나이에 아이들이라면 충분이 같이 넓은 자리에서 화려한 액션을 즐기면서 볼수 있는 영화에요~♡ 저는 8살 10살 아이들과 갔는데 둘다 만족하면서 보고 나온 영화내요~ 그전 시리즈도 찾아서 볼꺼에요~^^,1,directing
341,너무너무너무 재밌데 개꿀잼 ㅋㅋㅋ 다음에 또 보러 가야지 ㅋㅋㅋㅋ,1,story
342,cg 멋있어요. 고질라와 콩의 연합 짱!,1,directing
343,우린 함께니까 콩과 고질라,0,story
344,나름 대미있는 영상 이었습니다,1,directing
345,좋았어요~^^ 좋았어요~^^,1,story
346,좋았어요~^^ 좋았어요~^^,1,story
