index,Review,sentiment_predicted,category
24,배경음악이 분위기를 더 긴장되고 스릴있게 만드는 것 같아요. 재미있었습니다.,1,story
25,오컬트 영화의 레전드라고 해도 과언이 아니었습니다.,1,story
26,너무 무섭고 생각보다 내용도 있는!!,1,story
27,오멘의시작이역사적인걸ㅎ,0,story
28,굉장히 무섭고 흥미롭게 봤습니다.,1,story
29,솔직히 무섭진 않고 그냥 볼만함,0,story
30,저는 졸려서 졸면서보고 여친은.진지하게 현실성있다며 집중해서봣어요,0,story
31,남아선호사상 ㅎㅎ 요즘엔 안맞네,1,story
32,신의 뜻이라는 명분 하에 인간은 어디까지 타락할 수 있는가,1,story
33,오멘: 저주의 시작 4/10,0,story
34,여배우의 연기가 좋은 오멘 프리퀄 영화,1,actor
35,후반부가 재밌고 스릴있는 영화...,1,story
36,여주인공은 물론 배우들 연기가 대단합니다.. 스토리 짱짱하게 만들었고 흠 잡을곳이 없네요~ 잘봤습니다~,1,story
37,아주재미있게봤습니다,1,story
38,생각보다 괜찮았다 분위기 음산함 데미안,1,directing
39,공포영화를 좋아하면 잔인함은 적당하고 점프 스케어가 꽤 있지만 공포가 큰 장면은 항상 음산한 배경음과 분위기가 동반되니 적당할 것 같군요. 아무튼 이런 영화는 매니아 아니면 손대지 않는 편이 눈건강 정신건강에 이롭네요.,1,directing
40,좋아요 😀 😀😀😀😀😀😀😀😀😀😀😀😀😃,1,story
41,기대보다 매끈하고 세련된 재탐구,1,story
42,오컬트의 명작 오멘 프리퀄 또한 훌륭했다,1,story
43,여배우들 비주얼이 아주 좋더군요,1,story
44,생각했던 것보다 좋았던 공포영화,1,story
45,너무 지루했네요 보기힘들었음ㅠ,0,story
46,오멘시리즈는 역시 볼만하네요.,1,story
47,"후기를 남기지를 않지만, 이건 뭔 생각으로 만들었는지 도무지 알수가 없네요. 아무리 재미 없어도 그냥 넘어가는데, 이영화는 돈이 아깝고 시간이 아까워요. 예전 오멘 생각하고 보시는거라면 정말 말리고 싶네요.",0,story
48,"70년대에 개봉했던 영화의 프리퀄답게 원작과 연결되는 부분들이 특히나 반가웠어요 굳이 원작을 보지 않고 관람해도 문제가 없는 내용의 독립성에, 프리퀄(과거)를 다루고 있다보니 원작을 한번 더 보고 싶게 만듭니다!",1,story
49,제미안이어떻게 탄생하게되는지알겠네요,0,story
50,시리즈물의 시작이라 그런지 몰라도 그냥 프롤로그 느낌. 무섭다고 느낀거 없고 그냥 소리만 시끄러운..,0,story
51,흥미로운 관람이었어요~<,1,story
52,전체적인 분위기도 좋고 잘 만든 영화라 생각 드네요 후반에 1편과 설정오류도 좀 있고 끼워 맞추는듯한 느낌이 들지만 그렇게 불편할 정도는 아니에요 잘봤어요,1,directing
53,웰메이드 호러영화! 홍보가 안된게 정말 아쉬워요!,1,story
54,우선여주배우의 연기력이좋았던거같고. 스토리전개도 이해하기쉬웠으며 사운드가주는공포감과 긴장감이있는 영화네요.,1,story
55,오멘 저주의 시작.. 스타트..,0,story
56,"무섭지도,긴장도 안되는 킬링타임용 영화",0,story
57,좀 무섭긴했지만 그래도 볼만했어요,1,story
58,"70년대의 리부트, 지금 시대에도 666은 먹힐까?",1,story
59,만족스러운 영화입니다,1,story
60,재미있었습니다 ㅎㅎ 😁 😎 💗,1,story
61,재미있었습니다 ㅎㅎ 😁😁😁,1,story
62,므서워. 그리고 그레고리펙을 기억하다.,1,story
63,방향성은 제대로 잡았구나 싶었음,0,story
64,요근래 영등위 등급분류가 너무 개판임.. 이게 왜 15세?,0,story
65,재미있게 잘 보고 갑니다,1,story
66,재밌게잘 관람 했습니다,1,story
67,영화를 관람해보니 속편이 었더라고요!,1,story
68,장난아니네요 섬뜩합니다,1,story
69,솔직히 별로 무섭진 않았음 but 스토리가 볼만함,0,story
70,전작을 보지 않았더라도 연기에 몰두한다면 분명 기억에 남겨질만하다. 역시 구성이 탄탄했다.,1,actor
71,😭 😭😭😭😭 예매한걸 깜빡 했네요 😂,0,story
72,진짜 너무 무서우ㅜㅆ어요 스토리도 탄탄하고 갑툭튀도 많이 나오고 짱잼,1,story
73,공포물 잘 못 보는데 재밌게 봤어요. 스토리도 배우들 연기도 좋았어요,1,actor
74,재미있어요 재미있어요,1,story
75,재미있어요 재미있어요,1,story
76,재미있어요 재미있어요,1,story
77,재미있어요 재미있어요,1,story
78,영화내용과는 별개로 이게 15세가 맞나 의문을 표한다.,0,story
79,구수두ㅜ수구수구ㅜ수,1,story
80,여주 연기 후덜덜하네요..볼까말까 긴가민가했는데 보길 잘한거같아요 중간중간 뻔한 클리쉐가 있긴 해두 볼만했어요 공포매니아분들은 보셔도 될듯합니다,1,actor
81,나름 재밌게 봤습니다.,1,story
82,너무너무너무 재미있게 잘 봤습니다,1,story
83,공포영화의 정석 그래서 더욱더 공포의 현실로 다가선다. 악의 탄생,1,story
84,영화는 너무 별로였음... 기괴하고 잔인하고... 제 취향은 아니었어요,0,story
85,악마의 탄생과 오멘의 시작,1,story
86,전작을 안봐서그런가 이야기가 별로 끌리지않았습니다 보고가는게 어떨까합니다,1,story
87,다시 보고 싶은 영화네여~,1,story
88,몰입도가 좋았습니다. 후속이 기대되는 영화네요~,1,story
89,나름 괜찮았던𓏧 그렇게 무섭진 않았어요,0,story
90,아주 쫄깃하고 무섭 몇번을 놀랬는지 분위기가 장난아님!!!,1,directing
91,수녀 나오는 영화들이 쫌 무섭노,0,story
92,강렬함의 짙은 공포내음새가 진공되어진 느낌!! 레트로 늬앙스의 매력 첨가!!,1,story
93,잘봤습니다잘봤습니다,1,story
94,재미있게 잘봤습니다.,1,story
95,재밌습니다 추천해요 ~~!!,1,story
96,좋았어요~좋았어요~,1,story
97,재밌습니다 추천해요 ~~!!,1,story
98,파묘도 그렇고 잘 만든 공포 영화 좋네요.,1,story
99,포스터가 너무 무섭습니다.,1,story
100,수녀원에서 무슨 일이 있었던 겁니까?,0,story
101,너무 무섭게 봐서 좋았습니다.,1,story
102,배우들의 연기가 돋보이는 영화!!,1,actor
103,막 튀어 나오지는 않는데 무서워요.,0,story
104,뭔가 이야기가 쫄깃합니다.,1,story
105,다음 작품 빨리 만들어 주세요.,1,story
106,"워낙 전설적인 작품의 프리퀄이고, 비슷한 내용으로 우려먹기를 시도한 작품들이 워낙 여렀이라, 기대감을 낮출수밖에 없었다. 그런데 웬걸! 꽤나 수준높은 완성도를 보여준다. 배우들의 수준높은 연기는 물론이고, 원작의 오마주도 적재적소에 드러난다. 오멘시리즈의 귀환을 기대해봐도 좋을듯!",0,actor
107,너무 지루 하고 다음편 부터는 괜찮을것 같아요,0,story
108,이 정도면 충분히 잘 만든 영화.,1,story
109,긴장감 있어요 복선이 너무 많아서 조금 이해하기는 아렵지만 재미있어요,1,story
110,이런 심리 공포 영화가 늘어나야 합니다.,1,story
111,데미안 이전에 그녀가 있었다.,1,story
112,"6월 6일 6시 사탄의 아이가 태어나고, 믿음이 향하는 곳이 뒤바뀐다!",1,story
113,"6월 6일 6시 사탄의 아이가 태어나고, 믿음이 향하는 곳이 뒤바뀐다!",1,story
114,이 정도면 충분히 잘 만든 영화.,1,story
115,프리퀄이 영상의 공포보다 스토리의 공포영화라서 덜 무서웠어요,1,story
116,무섭게 쫄깃하게 잘 만들었습니다.,1,story
117,빨리 다음 편을 보고 싶습니다.,1,story
118,중후반부부터 몰입도 최고입니다!!,1,story
119,최고의 영화 소름 돋아요!,1,story
120,아무 생각 없이 봤는데 넘 잼있게 봤습니다 역시 차원이 다르네요 후덜덜 오멘 다른 시리즈도 찾아볼래요,1,story
121,이런 새로운 도전은 대환영입니다.,1,story
122,잘 봤습니다~!~!~!~!,1,story
123,재미있어요 오컬트의 시작,1,story
124,"전설의 공포영화 오멘의 프리퀄이라 나름 괜찮았습니다, 여주인공의 연기도 괜찮았습니다~",1,actor
125,쌍둥이의 탄생이 다음편을 기대하게 한다 .,0,story
126,여주가 걱정될 정도로 열연함... 15세이지만 정말 ...빡세다,0,story
127,오멘 시작을 그려낸 점은 좋았지만… 연기도 훌륭했지만.. 이제 여성이 희생되는 서사는 그만했으면 하는 마음이 들었네요.,0,story
128,좀 많이 …….아닌것같아요,0,story
129,Natural Born Devil. Demian Begins.,1,story
130,생각보다 볼만하네여. 데미안의 탄생...,1,story
131,이 정도면 훌륭한 공포 오컬트 영화,1,story
132,Skxbckdjgpgksnsbx,1,story
133,Flabdkclenxlanxmg,1,story
134,맹목적인 믿음과 모성애의 대환장 콜라보가 궁금하면 보세요!,1,story
135,너무황당한전야라 어케적응해야될지모르겠지만 어쨌건 긴장과반전재미는있었어요 어마한섬뜩은없지만 잔인한건있고 섬짓은있었습니다 스포할까싶어 내용은안적지만 진짜황당함,1,story
136,정말 무시무시했습니다,0,story
137,"흥행5위 평점10위 그다지 기대하지 않았지만 오멘시리즈 프리퀄인 이 영화를 보기 위해 1편을 복습하고 갔는데 결과적으로 대성공, 후반부로 갈수록 몰입도 상승! 호러영화라기보단 추리심리물을 보는 느낌. CG를 최소화하고 50년전 원작의 음산함을 살렸고 여주인공의 각기동작 포함, 연기가 최고였다",1,actor
138,안무서워요♡♡♡♡,1,story
139,오멘 시리즈의 새로운 부활,1,story
140,오멘 공포영화 잘 봤어요,1,story
141,그런대로 매끄럽게 넘어가네요,0,story
142,"괜찮거 잘빠진 오컬트호러 오컬트호러의 고전인 오멘의 프리퀄로서 데미안의 탄생배경을 보여준다 로즈마리 베이비의 영향을 보여주는 스토리텔링이 낯익은데, 후대의 많은 호러영화에서 차용했기 때문이겠지 급격히 성장하는 배속의 아기를 표현하는 장면에서 주연 여배우의 열연에 박수를",1,directing
143,글쎄 이런식의 스토리는 그러네요 끌려와서 본거라~ 그래도 나름,0,story
144,안락한 의자에 쾌적한 실내에서 관람 할수 있어서 힐링 되었습니다. 끝나고 문을 나서니 바디 안마기가 나이 많은 저희를 기다리고 있어서 또 서비스를 받고보니 다시 오고싶었어요.,1,story
145,기대없이 보면 적당히 나쁘지 않은,1,story
146,Rest in omen,1,story
147,"전설의 공포영화 오멘의 프리퀄이라 나름 괜찮았습니다, 여주인공의 연기도 괜찮았습니다~",1,actor
148,오컬트 하나는 잘살렸다,0,story
149,나름괜찮네요 잘뵜어오,1,story
150,무우우서어어우어어요오오,1,story
151,그렇게 무섭진 않은 오컬트영화,0,story
152,잔혹하고 충격적이고 끔찍했어요ㅠㅠㅠㅠ,1,story
153,"공포영화, 스릴러만 보는 사람으로써 그냥 시간때우기엔 괜찮은 영화입니다. 다만 결말이 아쉬웠어요. 하긴 뭐.. 1번째 나왔던 영화 전에 있었던일이라고 하니까 이렇게 끝내야 했던게 맞긴한데ㅋㅋㅋㅋ 어떻게 나온건지 뭐...",1,story
154,우리들 속에 데미안이 있다,1,story
155,초반에는약간지루할려다점점빠져드는기분...소리에깜짝놀라기도...,0,story
156,저 쳐죽일년들 .. 이러면서 ㅂㄷㅂㄷ하면서 봄,0,story
157,너무 오래전 오멘 영화의 첫시작! 책속에 데미안 출생의 내용을 담았네요 과거로 돌아가 다시 기억할 수 있게 해줬어요,1,story
158,생각보다 재밌습니다.,1,story
159,공포영화 라서 조심스레 망설이다 봤는데~그럭저럭 볼만했어요,1,story
160,어메메 무서웟어요 비기닝이 신기했어요!,1,story
161,정말 신선한 오컬트 영화였습니다 . 시간 때우기 용이 아니라 정말 집중해서 날 본것 같아요 .,1,story
162,원작과의 고리를 완성한 안정적인 프리퀄.,1,story
163,컨저링이나 인시디어스 마냥 프랜차이즈로 만들려고하는거신지?? 근데너무뻔한스토리이고 많이 본듯한 장면들만 나오네요 여주인공이 볼매라서 그냥 그볼만합니다,0,directing
164,직접 본건 아니지만 재미있었길,1,story
165,"공포라 용기내서 봤는데, 생각보다 동기가 논리적이라 흥미로웠던 영화. 충분히 그럴수도 있을듯.",1,story
166,재미있게보았습니다.,1,story
167,666의 시작 원초적 공포,0,story
168,배우들의 연기력과 스토리가 아주 맘에 들었습니다 2편이 매우기대되는 영화입니다!,1,story
169,"오리지널 1976 년 작품 ( 오멘 1 ) 에서는 ~ < 남자 666 주인공 ' 데미안 ' 탄생 > 과 , 사람 세상 속 외교관 부부 로의 입양이 주요 내용 그리고있음. 이번 개봉하는 ~ ( NEW 오멘 1 ) 에서는~ 데미안 친 모 666 비롯 , 이모 666 , 여동생 666 등장~",1,story
170,데미안... 여자애는 라이벌인가?,0,story
171,나름대로 참신했던 트위스트를 가지고 끝까지 긴장감을 유지하기란 얼마나 어려운 것인가. 다소 아쉬운 연출력이 흠.,0,directing
172,"한마디로 하면 꼭 봐야하는 영화는 아니지만, 영화가 보고싶은데 볼것이 없다면 무난하게 볼수있는 영화. 현 영화가 1976년도에 나온 영화의 이전의 일을 다룬거라 나름 다음을보게할 궁금증을 야기하긴해요~",1,story
173,엄청 공포스럽진 않았지만 몰입해서 재밌게 잘 보았음,1,story
174,너무 재밌네요 ㅎㅎ 네 감사합니다,1,story
175,원작을 안보고 봐서 그런가 무섭지않고 그냥 그랬어요,0,story
176,그냥 시시했어요 내용이 이해가 안가네요,0,story
177,괜찮네요 나중에 한번더보고싶네요,1,story
178,생각보다 무섭진 않는데 소리때문에 놀랐네요,1,story
179,기대를 엄청 해서인지 생각보단 재미도 없구 좀 실망 스러웠네요.,0,story
180,러닝타임 대비 내용이 너무 짧네요 그래도 지루하다는 느낌은 안받았어요 공포감이 좀 적긴하네요,0,story
181,엄청 무섭진 않지만 원작 오멘의 기원을 나름 잘 푼 영화인듯. 여성의 몸을 이용하는 방식은 좀 불편했음,0,story
182,생각했던 것 보다 스토리가 탄탄한 느낌을 주어 몰입이 더 잘 됐던 것 같고 배우들의 연기가 그 몰입감에 더 도움을 주었던 것 같다 하지만 공포영화여서 그런지 영화 자체에서 깨달음을 주거나 교훈이 될 만한 포인트는 없었기에 다소 아쉬운 마음도 있었던 것 같다,1,actor
183,재밌네요..꼬옥보세요,1,story
184,어멘 저주의시직ㆍ 오멘 저주시작,0,story
185,오멘의 프리퀄영화로 데미안의 탄생기원을 그린 영화. 재밌었다. 기괴한 음향은 조금 거슬림.,1,directing
186,낫배드함 근댜 내용은 난잡 그잡채 ㅋ,0,story
187,1만원 할인권 적용관람 하였지만 시간과 돈이 생각나는 영화였음. 주인공 수녀가 잉태하는 엑소시즘 성향의 영화 1만원 할인권 적용관람 하였지만 시간과 돈이 생각나는 영화였음.,0,story
188,무서운 장면 많이 없지만 재밌습니다.,1,directing
189,그렇게 무섭지는 않은데 재밌게 봤습니다.,1,story
190,잘 봤습니다~!~!!~~,1,story
191,"오멘 76년 원작 영화의 프리퀄 작품. 음산한 분위기부터 소름돋는 브금에 연출, 그리고 배우들의 연기까지 간만에 제대로 된 오컬트 호러 였어요!",1,actor
192,영화 중간중간 깔리는 브금 덕분에 몰입도가 상승했습니다. 오멘 1을 안 보고 봤는데 영화 보고 궁금해서 찾아봤네요 ㅎㅎ,1,story
193,"오멘의 프리컬 영화로 제작이 된 작품이기는 하지만 폴란스키 감독의 ‘악마의 씨’가 떠오르는 작품. 직관적으로 터트리는 공포는 덜 하지만, 음산하게 조여오는 분위기에서 오는 공포는 좋은데… 설명하기 어렵지만 아주 조금 아쉽다.",0,directing
194,1976년꺼보다 별로입니다 그래도 볼만함,0,story
195,비주얼 최고 연기연출 촬영이ㅡ다함,1,directing
196,공포는 없고 불쾌한 스토리전개 및 연출력이 오멘의 원작영화에 먹칠을 제대로한 저주의 시작 ! ㅜㅜ,0,directing
197,별 생각없이 봤는데 상당히 재밌게 봤음 추천!,1,story
198,공포와 스릴러가 아닌 호러영화 안무섭고 기분만 찝찝하고 더러움 다음편 나올 것 같은데 볼 생각 없음,0,story
199,ㅇ12379784640모,1,story
200,공포영화라하기에는 많이무서운건 없어어요 사운드소리가 더무서웠던거 같고 처음부터 결말까지 지루하지않고 잼있게봤던거같네요,0,story
201,시작이라 그런지 많이 무섭지 않아요,0,story
202,오멘 시리즈 봤지만 이번 영화는 666의 특별한 내용도 의미도 이해가 안가고 기대에 부응하지 못한 스토리네요 지루하고 타락한 장면에 그냥 별루였어요ㅜ,0,directing
203,진짜 재미없고 지루하고 졸렸어요 시간 낭비 돈 낭비 그냥 비위만 상했습니다,0,story
204,오멘 재밌게 잘 관람했어요,1,story
205,오멘 재밌게 관람했어요.,1,story
206,오멘 시리즈 놓치지 않고 잘 봤어요,1,story
207,오멘 잘보고갑니다. 좋았네요,1,story
208,재미있게 잘 보았습니다.,1,story
209,"So, very tired.",1,story
210,정말 좋았던 영화였습니다,1,story
211,강변cgv 주차권 미리 받으세요 직원이 자기 퇴근해야 한다고 미리 주차권 안했다고 면박주고 안끊어 주네요ㅠㅠ 주차권 끊을때는 시간 충분한데 꼭 삼십분 더 추가하라고 강요하고 싫다고 하면 째려보고 다시 또 강요하고ㅋ 완전 양아치ㅋ 주차권 남기는 돈으로 회식하냐?ㅉㅉ 깡패가 따로 없음,0,story
212,기대 이상으로 심심한 내용과 허탈한 결말. 666이 지니는 위압감과 포스는 전혀 찾아볼 수 없었다.,0,story
213,점프스케어만 없었어도,0,story
214,"죄없는 악마의 탄생, 인간이 이용하기위해 만든 악마의 존재..",0,story
215,오랜만에 만난 클래식한 공포영화,1,story
216,고어틱하다….ㅠㅠㅠ,1,story
217,"수녀가 되기 위해 로마에 간 여성이 어둠의 존재를 만나면서 벌어지는 이야기를 다룬 호러물로 오멘의 프리퀄작품. 배우들의 연기와 충격적인 영상,탄탄한 스토리가 어우러져 긴장하며 봤어요.",1,story
218,오컬트 좋아하시는 분은 꼭꼭 보세요,1,story
219,생각보다괜찮아요^^,1,story
220,순위 낮은거 보고는 재미가 없나..싶었는데 생각보다 재밌게 봤어요!!,1,story
221,오멘 관람 잘 했습니다ㅜ,0,story
222,오멘 관람평: 좋았어요!,1,story
223,오멘의 프리퀄격 작품으로 할리우드 공포물도 이제 더이상 새로운 무언가를 만들어내기 어려운 듯하다! 666이 너무 남용된 느낌을 준다,0,story
224,무서울거라 살짝 걱정되었지만 하나도 무섭지 않았어요. 근데 왠지 끝이 찝찝한건 뭐지?,0,story
225,2024년 오멘이 1976년 오멘에 보내는 찬사,1,story
226,2024년 오멘이 1976년 오멘에 보내는 찬사,1,story
227,최악의 영화 영상미나 배우의 연기 사운드도 좋았는데 스토리만으로 이렇게 기분이 더러워질거라고 생각도 못함...이게 스너프 필름인지 공포영환지 모르겠고 이 연령이 맞다고? 싶음 영화가 불쾌하고 짜증남 호러X 고어O 역겨워서 나갈뻔함 이걸 할인도 안받고 정가로 봤다면 정말 더 최악이였을듯..,0,story
228,여자주인공 너무 잘하고 예쁘네요,1,story
229,오멘시리즈 다시 가나요? 배우연기 현실감있어요,1,actor
230,분위기 최고 긴장감 최고 연기력 최고 음악 영상 최고 연출력 최고 후속 기다려지네요 15세 관람가는 조금 이해가 안되네요,1,directing
231,옛 영화를 봐온 만큼 반가운 영화!! 딱히 무섭다는 느낌은 없어서 아쉽고 좀 지루 할수 있으나 그나마 연기들이 좀 괜찮아서 보게 됨!! 잔인한 애기들이 많았는데 딱히 잔인한거 없는게 함정!!,0,actor
232,기대에 부응하지 못한 내용이네요. 놀라운 장면은 없고 순간순간 효과음으로만 놀래키고 교회를 떠나는 대중을 다시 교회로 모이게하는 방도로 적그리스도를 만든다는 설정은 설득력이 떨어지네요. 연기력도 기대 이하고 효과음이 다한 영화네요.,0,actor
233,아주 좋아요 음악도 좋고,1,directing
234,생각보다 재밌고 생각보다 잔인해요,1,story
235,무서운 장면도 없는데 압도되는 공포감 후속작이 나온다면 기대 되네요,1,directing
236,생각보다 괜찮게 봤어요. 데미안의 탄생이 나오는 영화네요. 다음편이 기대됩니다. 공포스러윤 분위기였지만 무섭지는 않았어요.,1,directing
237,오컬트라기보다 고어영화 같음 불쾌하고 별로임,0,story
238,음향이 공포 조성을 제대로 한 것 같아요 데미안의 탄생이야기...,1,story
239,정말 정말 무서웠습니다,1,story
240,엄청난 비밀을 알게 된 것 같아요. 내용 나름 탄탄해요,1,story
241,원작이 궁금해지는 ㅎㅎ,1,story
242,원작이 궁금해지는 ㅎㅎ,1,story
243,생각보다 섬뜩한 분위기가 정말 좋았음,1,directing
244,상상이 많이 되는 영화 입니다 다음 영화가 기대되네요,1,story
245,이해하는 부분들이 많은데 재미는 있네요,1,story
246,"솔직한 감상평을 통해 누군가는 저와 같은 실수를 겪지 않길 바라는 마음에 남깁니다. 이 영화를 보고 있자니, 마치 의미없는 불쾌한 장면을 조각조각 기워서 결국 거대한 불쾌 누더기를 보는 것 같다는 생각이 들었습니다. 쓸데없이 고어한 장면도 꽤 있어서 테러같은 영화라는 것도 알려드립니다.",0,directing
247,무섭다는 느낌은 없어요... 데미안의 탄생이 그려진 영화 입니다.,1,story
248,그렇게 많이 무섭진 않았고 내용이 이해가 안되는 부분이 많아서 그냥 그랬던 영화였다,0,story
249,무섭지도 않고… 너무 별로네요,0,story
250,무셉다긴보다는 호러스러운 장면만있고 기대이상은아니였습니다,0,directing
251,"정말 흥미롭게 봤습니다. 영화 시간에 늦어 앞 부분을 놓쳤지만,,, ㅠㅠ 공포영화지만, 엄청 무서운 건 아닙니다. 다만 소재가 좀 꺼림직 할 수 있을 거 같아요. 오멘 시리즈의 발단이 되는 영화라고 했는데 영화 본 후에 유튜브로 오멘 시리즈 요약본 찾아 보시면 좋을 것 같아요.",1,story
252,악마 탄생기. 2편이 나오려나보다,0,story
253,Sooo goood!!!!,1,story
254,오래오래전 봤던 오멘을 생각하며.. 기대하고 봤는데.. 보다가 졸았어요~ㅎ,0,story
255,그냥저냥 볼만함 엄청 잔인하진 않음,0,story
256,노잼(그저징그러움원툴) 근데 엄청 무서워서 덜덜 떨고봄,0,story
257,1. 2천년을 내려온 여혐. 2. 여자들의 사랑과 출산에 대한 공포. 3. 가톨릭을 안 믿으니 맨처음 등장하는 유리부터 뭔 성인인지 모르겠고 음향들도 좋은데 뭔 노랜지 모르겠음. 그래도 모르는 사람들도 대략 알기 쉽게 그림 나옴. 4. 스토리 좀 빤한데 아주 괜찮음,0,story
258,볼만한 공포영화였어요 점프스케어 무서워하면 비추지만!,1,story
259,하나도 쫄깃하지 않음.. 오멘 시리즈를 다본 사람으로써 억지로 끼워 맞출수밖에 없었겠지만 그래도2시간내내 하품 엄청함 실망했습니다. 오멘 프리퀄이다 하면 관심은 첨에 받겠지만...본사람들 소문나면 금방 간판내릴듯.,0,story
260,좋은 프리퀄의 모범답안,1,story
261,무서운데 약간 징그러워요. ^ ^,0,story
262,아오징그러워라 하지만 여주인공 연기가 좋았네요,1,actor
263,무서우거는 크게 없지만 내용이 신선했어요,1,story
264,완전 초집중하게되는 오컬트 무비,0,story
265,무섭지 않아요 그래서 좀 실망했는데 재미는 있습니다 !!,1,story
266,초반은 지루했지만 중반부터 흥미진지했습니다 다만 영화 시작후에는 출입문을 닫아 주시길 부탁드립니다,1,story
267,이해 하기가 아려움 정리가 안됨,0,story
268,공포영화는 좋아하는 편이지만 갠적으로 안 좋아하는 주제라 심각한 표정으로 끝까지 보기는 했지만 연출이나 배우들연기는 말할것 없이 잘했어요,1,actor
269,오멘 저주의 시작 너무 무서웟어요,0,story
270,40년전에봤던 오멘 너무오랜만에 잘봤네요,1,story
271,그냥 보지마세요 돈 아깝습니다,0,story
272,적당히 무섭고 재밌었다! 징그러운 장면 많음ㅋㅋ,1,directing
273,친구와 재미있게 잘 봤어요~,1,story
274,상영관에 왜 나 혼자 있는건가요ㅠㅠ,1,story
275,엄청 무섭지는 않지만 꽤 흥미로워서 다른 시리즈도 보고 싶어짐,1,story
276,불쾌하기만 하고 무섭진 않았음,0,story
277,"리부트 영화 별 기대 없었는데, 예상을 깬!",0,story
278,Oh Men Man Men Man ~how sinful is man ㅠ,1,story
279,"적그리스도,추기경,신부,수녀.. 싸이비와 뭐가 다른지..종교 환멸만 가중..신도 늘리기 이벤트가 필요하다는..종교든 뭐든 오래되고 묵으면 썩는다..공포장사꾼일뿐..영화가 개봉순서가 뒤죽박죽이라 뭔 영환지 모르는 사람도 있고..속편을 기대하던데 벌써 나온지 오래자나..그땐 참 공포스러웠다는..",0,story
280,나름 재밋는 폊인듯요 나름,1,story
281,무서우면서 재밌었어요.,1,story
282,벽을 꺼꾸로 타는 악마의 모습을 기대햇는데 ㅠ,0,story
283,수녀우너의스릴러영화오싹했습니다.,1,story
284,만족스러운 영화입니다,1,story
285,만족스러운 영화입니다,1,story
286,만족스러운 영화입니다,1,story
287,만족스러운 영화입니다,1,story
288,만족스러운 영화입니다,1,story
289,만족스러운 영화입니다,1,story
290,클래식한 공포의 재미,1,story
291,길면 길다고 느낄정도의 시간이었지만 분위기가 미쳤다. 보는 내내 쭈뼛쭈뼛,1,directing
292,오멘이~오멘했다!!,0,story
293,인기없는 이유는 분명히 있다! 어럽다 쩝.,0,story
294,데미안의 탄생 프리퀄 영화 지난영화가 아닌 1976오멘1 프리퀄영화 장소도 그당시 오멘과 겹치고 요즘 공포영화 너무 잘만들었습니다. 연기도 잘하고 재미있고 무섭습니다.,1,story
295,프리퀄의 한계. 그리고 데미안,0,story
296,밝아보이는 수녀원 뒤에 감쳐진 추악한 진실 으악 너무너무 끔찍하다,0,story
